mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	decrescendo_hairpin	crescendo_line	crescendo_hairpin	Ottava:8va	pedal	Pedal_<sym>keyboardPedalPed</sym>
25	25	36	36	0.0	0	0	Spanner	3/8	2	1	0													11	11
25	25	36	36	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	218				36					11	11
25	25	217/6	217/6	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	219				36					11	11
25	25	109/3	109/3	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	220				36					11	11
25	25	73/2	73/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	221				36					11	11
25	25	147/4	147/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	222				36					11	11
25	25	37	37	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	223				36					11	11
25	25	149/4	149/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	224									11	11
26	26	75/2	75/2	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	225				37						
26	26	77/2	77/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	226		articStaccatoAbove								
26	26	75/2	75/2	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	227				38					11	11
26	26	113/3	113/3	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	228				38					11	11
26	26	227/6	227/6	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	229				38					11	11
26	26	38	38	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	230				38					11	11
26	26	153/4	153/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	231				38					11	11
26	26	77/2	77/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	232				38					11	11
26	26	155/4	155/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	233									11	11
27	27	39	39	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	234		articStaccatoAbove		39						
27	27	79/2	79/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	235		articStaccatoAbove		39						
27	27	40	40	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	236		articStaccatoAbove								
27	27	39	39	0.0	0	0	Spanner	3/8	2	1	0													12	12
27	27	39	39	0.0	0	0	Spanner	3/8	2	1	0													12	12
27	27	39	39	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	237				40					12	12
27	27	235/6	235/6	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	238				40					12	12
27	27	118/3	118/3	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	239				40					12	12
27	27	79/2	79/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	240				40					12	12
27	27	159/4	159/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	241				40					12	12
27	27	40	40	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	242				40					12	12
27	27	161/4	161/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	243									12	12
28	28	81/2	81/2	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	244										
28	28	83/2	83/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	245										
28	28	81/2	81/2	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	246				41					12	12
28	28	122/3	122/3	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	247				41					12	12
28	28	245/6	245/6	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	248				41					12	12
28	28	41	41	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	249				41					12	12
28	28	165/4	165/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	250				41					12	12
28	28	83/2	83/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	251				41					12	12
28	28	167/4	167/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	252									12	12
29	29	42	42	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	253		articStaccatoAbove		42						
29	29	85/2	85/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	254		articStaccatoAbove		42						
29	29	43	43	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	255		articStaccatoAbove		42						
29	29	42	42	0.0	0	0	Spanner	3/8	2	1	0														
29	29	42	42	0.0	0	0	Spanner	3/8	2	1	0													13	13
29	29	42	42	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	256				43					13	13
29	29	253/6	253/6	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	257				43					13	13
29	29	127/3	127/3	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	258				43					13	13
29	29	85/2	85/2	0.0	1/8	1/8	Spanner	3/8	2	1	0								43			1		13	13
29	29	85/2	85/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	259				43			1		13	13
29	29	171/4	171/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	260				43			1		13	13
29	29	43	43	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	261				43			1		13	13
29	29	173/4	173/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	262							1		13	13
30	30	87/2	87/2	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	263		articStaccatoAbove		42						
30	30	89/2	89/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	264		articStaccatoAbove								
30	30	87/2	87/2	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	265				44			1		13	13
30	30	131/3	131/3	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	266				44			1		13	13
30	30	263/6	263/6	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	267				44			1		13	13
30	30	44	44	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	268				44			1		13	13
30	30	177/4	177/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	269				44			1		13	13
30	30	89/2	89/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	270				44			1		13	13
30	30	179/4	179/4	0.0	5/16	5/16	Spanner	3/8	2	1	0													13	13
30	30	179/4	179/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	271									13	13
31	31	45	45	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	272				45						
31	31	46	46	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	273										
31	31	45	45	0.0	0	0	Spanner	3/8	2	1	0														
31	31	45	45	0.0	0	0	Spanner	3/8	2	1	0									1					
31	31	45	45	0.0	0	0	Spanner	3/8	2	1	0									1				14	14
31	31	45	45	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	274				46	1				14	14
31	31	271/6	271/6	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	275				46	1				14	14
31	31	136/3	136/3	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	276				46	1				14	14
31	31	91/2	91/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	277				46	1				14	14
31	31	183/4	183/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	278				46	1				14	14
31	31	46	46	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	279				46	1				14	14
31	31	185/4	185/4	0.0	5/16	5/16	Spanner	3/8	2	1	0													14	14
31	31	185/4	185/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	280									14	14
32	32	93/2	93/2	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	281										
32	32	95/2	95/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	282		articStaccatoAbove		47						
32	32	93/2	93/2	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	283				48					14	14
32	32	140/3	140/3	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	284				48					14	14
32	32	281/6	281/6	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	285				48					14	14
32	32	47	47	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	286				48					14	14
32	32	189/4	189/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	287				48					14	14
32	32	95/2	95/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	288				48					14	14
32	32	191/4	191/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	289									14	14
33	33	48	48	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	290		articStaccatoAbove		47						
33	33	97/2	97/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	291		articStaccatoAbove		47						
33	33	49	49	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	292		articStaccatoAbove								
33	33	48	48	0.0	0	0	Spanner	3/8	2	1	0														
33	33	48	48	0.0	0	0	Spanner	3/8	2	1	0													15	15
33	33	48	48	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	293				49					15	15
33	33	289/6	289/6	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	294				49					15	15
33	33	145/3	145/3	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	295				49					15	15
33	33	97/2	97/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	296				49					15	15
33	33	195/4	195/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	297				49					15	15
33	33	49	49	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	298				49					15	15
33	33	197/4	197/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	299									15	15
34	34	99/2	99/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	300		articStaccatoAbove		50						
34	34	50	50	0.75	1/8	1/8	Chord	3/8	1	1	3/16		1/8	3/2	301		articStaccatoAbove		50						
34	34	203/4	203/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	302		articStaccatoAbove								
34	34	99/2	99/2	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	303				51					15	15
34	34	149/3	149/3	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	304				51					15	15
34	34	299/6	299/6	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	305				51					15	15
34	34	50	50	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	306				51					15	15
34	34	201/4	201/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	307				51					15	15
34	34	101/2	101/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	308				51					15	15
34	34	203/4	203/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	309									15	15
35	35	51	51	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	310										
35	35	51	51	0.0	0	0	Spanner	3/8	2	1	0														
35	35	51	51	0.0	0	0	Spanner	3/8	2	1	0													16	16
35	35	51	51	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	311				52					16	16
35	35	307/6	307/6	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	312				52					16	16
35	35	154/3	154/3	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	313				52					16	16
35	35	103/2	103/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	314				52					16	16
35	35	207/4	207/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	315				52					16	16
35	35	52	52	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	316				52					16	16
35	35	209/4	209/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	317									16	16
36	36	107/2	107/2	0.0	1/4	1/4	StaffText	3/8	1	1	0							"<font size=""12""/>un poco marcato"							
36	36	107/2	107/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	318										
36	36	105/2	105/2	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	319				53					16	16
36	36	158/3	158/3	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	320				53					16	16
36	36	317/6	317/6	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	321				53					16	16
36	36	53	53	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	322				53					16	16
36	36	213/4	213/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	323				53					16	16
36	36	107/2	107/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	324				53					16	16
36	36	215/4	215/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	325									16	16
37	37	54	54	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	326				54						
37	37	109/2	109/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	327				54						
37	37	55	55	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	328				54						
37	37	54	54	0.0	0	0	StaffText	3/8	2	1	0							sempre dolcissimo							
37	37	54	54	0.0	0	0	Spanner	3/8	2	1	0														
37	37	54	54	0.0	0	0	Spanner	3/8	2	1	0													17	17
37	37	54	54	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	329				55					17	17
37	37	325/6	325/6	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	330				55					17	17
37	37	163/3	163/3	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	331				55					17	17
37	37	109/2	109/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	332				55					17	17
37	37	219/4	219/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	333				55					17	17
37	37	55	55	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	334				55					17	17
37	37	221/4	221/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	335									17	17
38	38	111/2	111/2	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	336				54						
38	38	113/2	113/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	337										
38	38	111/2	111/2	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	338				56					17	17
38	38	167/3	167/3	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	339				56					17	17
38	38	335/6	335/6	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	340				56					17	17
38	38	56	56	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	341				56					17	17
38	38	225/4	225/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	342				56					17	17
38	38	113/2	113/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	343				56					17	17
38	38	227/4	227/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	344									17	17
39	39	57	57	0.0	0	0	Spanner	3/8	1	1	0									2					
39	39	57	57	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	345		articAccentAbove		57	2					
39	39	58	58	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	346				57	2					
39	39	57	57	0.0	0	0	Spanner	3/8	2	1	0														
39	39	57	57	0.0	0	0	Spanner	3/8	2	1	0													18	18
39	39	57	57	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	347				58					18	18
39	39	343/6	343/6	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	348				58					18	18
39	39	172/3	172/3	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	349				58					18	18
39	39	115/2	115/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	350				58					18	18
39	39	231/4	231/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	351				58					18	18
39	39	58	58	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	352				58					18	18
39	39	233/4	233/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	353									18	18
40	40	117/2	117/2	0.0	0	0	Spanner	3/8	1	1	0														
40	40	117/2	117/2	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	354										
40	40	117/2	117/2	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	355				59					18	18
40	40	176/3	176/3	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	356				59					18	18
40	40	353/6	353/6	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	357				59					18	18
40	40	59	59	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	358				59					18	18
40	40	237/4	237/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	359				59					18	18
40	40	119/2	119/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	360				59					18	18
40	40	239/4	239/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	361									18	18
41	41	60	60	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	362				60						
41	41	121/2	121/2	0.0	1/8	1/8	Spanner	3/8	1	1	0								60			2			
41	41	121/2	121/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	363				60			2			
41	41	61	61	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	364				60			2			
41	41	60	60	0.0	0	0	Spanner	3/8	2	1	0														
41	41	60	60	0.0	0	0	Spanner	3/8	2	1	0													19	19
41	41	60	60	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	365				61					19	19
41	41	361/6	361/6	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	366				61					19	19
41	41	181/3	181/3	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	367				61					19	19
41	41	121/2	121/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	368				61					19	19
41	41	243/4	243/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	369				61					19	19
41	41	61	61	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	370				61					19	19
41	41	245/4	245/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	371									19	19
42	42	123/2	123/2	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	372				60			2			
42	42	125/2	125/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	373							2			
42	42	123/2	123/2	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	374				62					19	19
42	42	185/3	185/3	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	375				62					19	19
42	42	371/6	371/6	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	376				62					19	19
42	42	62	62	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	377				62					19	19
42	42	249/4	249/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	378				62					19	19
42	42	125/2	125/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	379				62					19	19
42	42	251/4	251/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	380									19	19
43	43	63	63	0.0	0	0	Spanner	3/8	1	1	0														
43	43	63	63	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	381				63						
43	43	64	64	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	382				63						
43	43	63	63	0.0	0	0	Spanner	3/8	2	1	0														
43	43	63	63	0.0	0	0	Spanner	3/8	2	1	0													20	20
43	43	63	63	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	383				64					20	20
43	43	379/6	379/6	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	384				64					20	20
43	43	190/3	190/3	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	385				64					20	20
43	43	127/2	127/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	386				64					20	20
43	43	255/4	255/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	387				64					20	20
43	43	64	64	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	388				64					20	20
43	43	257/4	257/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	389									20	20
44	44	129/2	129/2	0.0	0	0	Spanner	3/8	1	1	0									3					
44	44	129/2	129/2	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	390					3					
44	44	525/8	525/8	0.0	9/32	9/32	Chord	3/8	1	1	0	acciaccatura	1/8	1	391					3					
44	44	525/8	525/8	0.125	9/32	9/32	Chord	3/8	1	1	1/32		1/32	1	392					3					
44	44	263/4	263/4	0.0	5/16	5/16	Spanner	3/8	1	1	0														
44	44	263/4	263/4	0.125	5/16	5/16	Chord	3/8	1	1	1/32		1/32	1	393										
44	44	527/8	527/8	0.125	11/32	11/32	Chord	3/8	1	1	1/32		1/32	1	394										
44	44	129/2	129/2	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	395				65					20	20
44	44	194/3	194/3	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	396				65					20	20
44	44	389/6	389/6	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	397				65					20	20
44	44	65	65	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	398				65					20	20
44	44	261/4	261/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	399				65					20	20
44	44	131/2	131/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	400				65					20	20
44	44	263/4	263/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	401									20	20
45	45	66	66	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	402				66						
45	45	67	67	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	403		articStaccatoAbove								
45	45	66	66	0.0	0	0	Spanner	3/8	2	1	0														
45	45	66	66	0.0	0	0	Spanner	3/8	2	1	0													21	21
45	45	66	66	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	404				67					21	21
45	45	397/6	397/6	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	405				67					21	21
45	45	199/3	199/3	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	406				67					21	21
45	45	133/2	133/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	407				67					21	21
45	45	267/4	267/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	408				67					21	21
45	45	67	67	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	409				67					21	21
45	45	269/4	269/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	410									21	21
46	46	135/2	135/2	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	411				68						
46	46	137/2	137/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	412		articStaccatoAbove								
46	46	135/2	135/2	0.0	0	0	Spanner	3/8	2	1	0														
46	46	135/2	135/2	0.0	0	0	Spanner	3/8	2	1	0													22	22
46	46	135/2	135/2	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	413				69					22	22
46	46	203/3	203/3	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	414				69					22	22
46	46	407/6	407/6	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	415				69					22	22
46	46	68	68	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	416				69					22	22
46	46	273/4	273/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	417				69					22	22
46	46	137/2	137/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	418				69					22	22
46	46	275/4	275/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	419									22	22
47	47	69	69	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	420				70						
47	47	70	70	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	421		articStaccatoAbove								
47	47	69	69	0.0	0	0	Spanner	3/8	2	1	0														
47	47	69	69	0.0	0	0	Spanner	3/8	2	1	0													23	23
47	47	69	69	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	422				71					23	23
47	47	415/6	415/6	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	423				71					23	23
47	47	208/3	208/3	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	424				71					23	23
