mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	decrescendo_hairpin	crescendo_line	crescendo_hairpin	Ottava:8va	pedal	Pedal_<sym>keyboardPedalPed</sym>
69	69	409/4	409/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	635				100						
69	69	205/2	205/2	1.0	1/8	1/8	Chord	3/8	1	1	1/4		1/4	1	636				100						
69	69	102	102	0.0	0	0	Spanner	3/8	2	1	0														
69	69	102	102	0.0	0	0	Spanner	3/8	2	1	0													37	37
69	69	102	102	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	637				101					37	37
69	69	613/6	613/6	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	638				101					37	37
69	69	307/3	307/3	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	639				101					37	37
69	69	205/2	205/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	640				101					37	37
69	69	411/4	411/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	641				101					37	37
69	69	103	103	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	642				101					37	37
69	69	413/4	413/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	643									37	37
70	70	207/2	207/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	644										
70	70	104	104	0.0	1/8	1/8	Chord	3/8	1	1	0	grace16	1/16	1	645										
70	70	104	104	0.0	1/8	1/8	Chord	3/8	1	1	0	grace16	1/16	1	646										
70	70	104	104	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	647										
70	70	419/4	419/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	648		articAccentBelow								
70	70	207/2	207/2	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	649				102					37	37
70	70	311/3	311/3	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	650				102					37	37
70	70	623/6	623/6	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	651				102					37	37
70	70	104	104	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	652				102					37	37
70	70	417/4	417/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	653				102					37	37
70	70	209/2	209/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	654				102					37	37
70	70	419/4	419/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	655									37	37
71	71	105	105	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	656										
71	71	421/4	421/4	0.5	1/16	1/16	Chord	3/8	1	1	1/8		1/8	1	657		articAccentBelow								
71	71	423/4	423/4	0.5	3/16	3/16	Chord	3/8	1	1	1/8		1/8	1	658		articAccentBelow								
71	71	425/4	425/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	659		articAccentAbove								
71	71	105	105	0.0	0	0	Spanner	3/8	2	1	0														
71	71	105	105	0.0	0	0	Spanner	3/8	2	1	0													38	38
71	71	105	105	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	660				103					38	38
71	71	631/6	631/6	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	661				103					38	38
71	71	316/3	316/3	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	662				103					38	38
71	71	211/2	211/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	663				103					38	38
71	71	423/4	423/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	664				103					38	38
71	71	106	106	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	665				103					38	38
71	71	425/4	425/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	666									38	38
72	72	213/2	213/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	667										
72	72	427/4	427/4	0.5	1/16	1/16	Chord	3/8	1	1	1/8		1/8	1	668		articAccentAbove								
72	72	429/4	429/4	0.5	3/16	3/16	Chord	3/8	1	1	1/8		1/8	1	669		articAccentAbove								
72	72	431/4	431/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	670		articAccentAbove								
72	72	213/2	213/2	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	671				104					38	38
72	72	320/3	320/3	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	672				104					38	38
72	72	641/6	641/6	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	673				104					38	38
72	72	107	107	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	674				104					38	38
72	72	429/4	429/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	675				104					38	38
72	72	215/2	215/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	676				104					38	38
72	72	431/4	431/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	677									38	38
73	73	108	108	0.0	0	0	Spanner	3/8	1	1	0												1		
73	73	108	108	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	678				105				1		
73	73	433/4	433/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	679								1		
73	73	217/2	217/2	0.75	1/8	1/8	Chord	3/8	1	1	3/16		1/8	3/2	680				106				1		
73	73	437/4	437/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	681								1		
73	73	108	108	0.0	0	0	Spanner	3/8	2	1	0														
73	73	108	108	0.0	0	0	Spanner	3/8	2	1	0													39	39
73	73	108	108	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	682				107					39	39
73	73	649/6	649/6	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	683				107					39	39
73	73	325/3	325/3	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	684				107					39	39
73	73	217/2	217/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	685				107					39	39
73	73	435/4	435/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	686				107					39	39
73	73	109	109	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	687				107					39	39
73	73	437/4	437/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	688									39	39
74	74	219/2	219/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	689				108				1		
74	74	439/4	439/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	690								1		
74	74	110	110	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	691				109				1		
74	74	441/4	441/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	692								1		
74	74	221/2	221/2	0.0	1/4	1/4	Spanner	3/8	1	1	0														
74	74	221/2	221/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	693				110						
74	74	443/4	443/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	694										
74	74	219/2	219/2	0.5	0	0	Chord	3/8	1	2	1/8		1/8	1	695										
74	74	110	110	0.5	1/8	1/8	Chord	3/8	1	2	1/8		1/8	1	696										
74	74	221/2	221/2	0.5	1/4	1/4	Chord	3/8	1	2	1/8		1/8	1	697										
74	74	219/2	219/2	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	698				111					39	39
74	74	329/3	329/3	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	699				111					39	39
74	74	659/6	659/6	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	700				111					39	39
74	74	110	110	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	701				111					39	39
74	74	441/4	441/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	702				111					39	39
74	74	221/2	221/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	703				111					39	39
74	74	443/4	443/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	704									39	39
75	75	111	111	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	705				112						
75	75	445/4	445/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	706										
75	75	223/2	223/2	0.0	1/8	1/8	StaffText	3/8	1	1	0							"<font size=""12""/>poco rall."							
75	75	223/2	223/2	0.75	1/8	1/8	Chord	3/8	1	1	3/16		1/8	3/2	707				113						
75	75	449/4	449/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	708										
75	75	111	111	0.5	0	0	Chord	3/8	1	2	1/8		1/8	1	709										
75	75	223/2	223/2	1.0	1/8	1/8	Chord	3/8	1	2	1/4		1/4	1	710										
75	75	111	111	0.0	0	0	Spanner	3/8	2	1	0														
75	75	111	111	0.0	0	0	Spanner	3/8	2	1	0													40	40
75	75	111	111	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	711				114					40	40
75	75	667/6	667/6	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	712				114					40	40
75	75	334/3	334/3	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	713				114					40	40
75	75	223/2	223/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	714				114					40	40
75	75	447/4	447/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	715				114					40	40
75	75	112	112	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	716				114					40	40
75	75	449/4	449/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	717									40	40
76	76	225/2	225/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	718				115						
76	76	451/4	451/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	719										
76	76	113	113	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	720				116						
76	76	453/4	453/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	721										
76	76	227/2	227/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	722				117						
76	76	455/4	455/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	723										
76	76	225/2	225/2	0.5	0	0	Chord	3/8	1	2	1/8		1/8	1	724										
76	76	113	113	0.5	1/8	1/8	Chord	3/8	1	2	1/8		1/8	1	725										
76	76	227/2	227/2	0.5	1/4	1/4	Chord	3/8	1	2	1/8		1/8	1	726										
76	76	225/2	225/2	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	727				118					40	40
76	76	338/3	338/3	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	728				118					40	40
76	76	677/6	677/6	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	729				118					40	40
76	76	113	113	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	730				118					40	40
76	76	453/4	453/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	731				118					40	40
76	76	227/2	227/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	732				118					40	40
76	76	455/4	455/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	733									40	40
77	77	114	114	0.0	0	0	StaffText	3/8	1	1	0							"<font size=""12""/><b><i>Tempo I</i></b>"							
77	77	114	114	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	734										
77	77	114	114	0.0	0	0	Spanner	3/8	2	1	0														
77	77	114	114	0.0	0	0	Spanner	3/8	2	1	0													41	41
77	77	114	114	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	735				119					41	41
77	77	685/6	685/6	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	736				119					41	41
77	77	343/3	343/3	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	737				119					41	41
77	77	229/2	229/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	738				119					41	41
77	77	459/4	459/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	739				119					41	41
77	77	115	115	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	740				119					41	41
77	77	461/4	461/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	741									41	41
78	78	231/2	231/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	742										
78	78	233/2	233/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	743										
78	78	231/2	231/2	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	744				120					41	41
78	78	347/3	347/3	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	745				120					41	41
78	78	695/6	695/6	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	746				120					41	41
78	78	116	116	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	747				120					41	41
78	78	465/4	465/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	748				120					41	41
78	78	233/2	233/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	749				120					41	41
78	78	467/4	467/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	750									41	41
79	79	117	117	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	751		articStaccatoAbove		121						
79	79	235/2	235/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	752		articStaccatoAbove		121						
79	79	118	118	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	753		articStaccatoAbove								
79	79	117	117	1.5	0	0	Chord	3/8	1	2	3/8		1/4	3/2	754										
79	79	117	117	0.0	0	0	Spanner	3/8	2	1	0													42	42
79	79	117	117	0.0	0	0	Spanner	3/8	2	1	0													42	42
79	79	117	117	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	755				122					42	42
79	79	703/6	703/6	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	756				122					42	42
79	79	352/3	352/3	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	757				122					42	42
79	79	235/2	235/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	758				122					42	42
79	79	471/4	471/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	759				122					42	42
79	79	118	118	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	760				122					42	42
79	79	473/4	473/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	761									42	42
80	80	237/2	237/2	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	762		articStaccatoAbove		123						
80	80	239/2	239/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	763		articStaccatoAbove								
80	80	237/2	237/2	1.5	0	0	Chord	3/8	1	2	3/8		1/4	3/2	764										
80	80	237/2	237/2	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	765				124					42	42
80	80	356/3	356/3	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	766				124					42	42
80	80	713/6	713/6	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	767				124					42	42
80	80	119	119	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	768				124					42	42
80	80	477/4	477/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	769				124					42	42
80	80	239/2	239/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	770				124					42	42
80	80	479/4	479/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	771									42	42
81	81	120	120	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	772				125						
81	81	121	121	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	773				125						
81	81	120	120	1.5	0	0	Chord	3/8	1	2	3/8		1/4	3/2	774										
81	81	120	120	0.0	0	0	Spanner	3/8	2	1	0														
81	81	120	120	0.0	0	0	Spanner	3/8	2	1	0													43	43
81	81	120	120	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	775				126					43	43
81	81	721/6	721/6	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	776				126					43	43
81	81	361/3	361/3	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	777				126					43	43
81	81	241/2	241/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	778				126					43	43
81	81	483/4	483/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	779				126					43	43
81	81	121	121	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	780				126					43	43
81	81	485/4	485/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	781									43	43
82	82	243/2	243/2	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	782										
82	82	245/2	245/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	783										
82	82	243/2	243/2	1.5	0	0	Chord	3/8	1	2	3/8		1/4	3/2	784										
82	82	243/2	243/2	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	785				127					43	43
82	82	365/3	365/3	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	786				127					43	43
82	82	731/6	731/6	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	787				127					43	43
82	82	122	122	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	788				127					43	43
82	82	489/4	489/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	789				127					43	43
82	82	245/2	245/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	790				127					43	43
82	82	491/4	491/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	791									43	43
83	83	123	123	0.0	0	0	Spanner	3/8	1	1	0											3			
83	83	123	123	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	792		articStaccatoAbove		128			3			
83	83	247/2	247/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	793		articStaccatoAbove		128			3			
83	83	124	124	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	794		articStaccatoAbove					3			
83	83	123	123	1.5	0	0	Chord	3/8	1	2	3/8		1/4	3/2	795							3			
83	83	123	123	0.0	0	0	Spanner	3/8	2	1	0														
83	83	123	123	0.0	0	0	Spanner	3/8	2	1	0													44	44
83	83	123	123	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	796				129					44	44
83	83	739/6	739/6	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	797				129					44	44
83	83	370/3	370/3	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	798				129					44	44
83	83	247/2	247/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	799				129					44	44
83	83	495/4	495/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	800				129					44	44
83	83	124	124	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	801				129					44	44
83	83	497/4	497/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	802									44	44
84	84	249/2	249/2	0.0	0	0	Spanner	3/8	1	1	0														
84	84	249/2	249/2	0.75	0	0	Chord	3/8	1	1	3/16		1/8	3/2	803				130						
84	84	501/4	501/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	804		articStaccatoAbove		130						
84	84	251/2	251/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	805		articStaccatoAbove		130						
84	84	503/4	503/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	806		articStaccatoAbove								
84	84	249/2	249/2	1.5	0	0	Chord	3/8	1	2	3/8		1/4	3/2	807										
84	84	249/2	249/2	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	808				131					44	44
84	84	374/3	374/3	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	809				131					44	44
84	84	749/6	749/6	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	810				131					44	44
84	84	125	125	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	811				131					44	44
84	84	501/4	501/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	812				131					44	44
84	84	251/2	251/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	813				131					44	44
84	84	503/4	503/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	814									44	44
85	85	126	126	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	815										
85	85	127	127	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	816				132						
85	85	126	126	1.5	0	0	Chord	3/8	1	2	3/8		1/4	3/2	817										
85	85	126	126	0.0	0	0	Spanner	3/8	2	1	0														
85	85	126	126	0.0	0	0	Spanner	3/8	2	1	0													45	45
85	85	126	126	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	818				133					45	45
85	85	757/6	757/6	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	819				133					45	45
85	85	379/3	379/3	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	820				133					45	45
85	85	253/2	253/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	821				133					45	45
85	85	507/4	507/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	822				133					45	45
85	85	127	127	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	823				133					45	45
85	85	509/4	509/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	824									45	45
86	86	255/2	255/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	825		articStaccatoAbove		134						
86	86	128	128	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	826		articStaccatoAbove		134						
86	86	257/2	257/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	827		articStaccatoAbove								
86	86	255/2	255/2	0.0	0	0	Spanner	3/8	2	1	0														
86	86	255/2	255/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	828				135						
86	86	511/4	511/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	829				135						
86	86	128	128	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	830				135						
86	86	513/4	513/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	831				135						
86	86	257/2	257/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	832				135						
86	86	515/4	515/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	833										
87	87	129	129	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	834										
87	87	130	130	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	835										
87	87	129	129	0.0	0	0	Spanner	3/8	2	1	0													46	46
87	87	129	129	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	836				136					46	46
87	87	775/6	775/6	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	837				136					46	46
87	87	388/3	388/3	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	838				136					46	46
87	87	259/2	259/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	839				136					46	46
87	87	519/4	519/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	840				136					46	46
87	87	130	130	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	841				136					46	46
87	87	521/4	521/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	842									46	46
88	88	261/2	261/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	843		articStaccatoBelow		137						
88	88	131	131	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	844		articStaccatoBelow		137						
88	88	263/2	263/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	845		articStaccatoBelow								
88	88	261/2	261/2	0.0	0	0	Spanner	3/8	2	1	0														
88	88	261/2	261/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	846				138						
88	88	523/4	523/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	847				138						
88	88	131	131	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	848				138						
88	88	525/4	525/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	849				138						
88	88	263/2	263/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	850				138						
