mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	decrescendo_hairpin	crescendo_line	crescendo_hairpin	Ottava:8va	pedal	Pedal_<sym>keyboardPedalPed</sym>
88	88	527/4	527/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	851										
89	89	132	132	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	852				139						
89	89	133	133	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	853										
89	89	132	132	0.0	0	0	Spanner	3/8	2	1	0													47	47
89	89	132	132	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	854				140					47	47
89	89	793/6	793/6	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	855				140					47	47
89	89	397/3	397/3	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	856				140					47	47
89	89	265/2	265/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	857				140					47	47
89	89	531/4	531/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	858				140					47	47
89	89	133	133	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	859				140					47	47
89	89	533/4	533/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	860									47	47
90	90	535/4	535/4	0.5	1/16	1/16	Chord	3/8	1	1	1/8		1/8	1	861										
90	90	537/4	537/4	0.5	3/16	3/16	Chord	3/8	1	1	1/8		1/8	1	862										
90	90	539/4	539/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	863										
90	90	267/2	267/2	0.25	0	0	Chord	3/8	1	2	1/16		1/16	1	864				141						
90	90	535/4	535/4	0.25	1/16	1/16	Chord	3/8	1	2	1/16		1/16	1	865				141						
90	90	134	134	0.25	1/8	1/8	Chord	3/8	1	2	1/16		1/16	1	866				141						
90	90	537/4	537/4	0.25	3/16	3/16	Chord	3/8	1	2	1/16		1/16	1	867				141						
90	90	269/2	269/2	0.25	1/4	1/4	Chord	3/8	1	2	1/16		1/16	1	868				141						
90	90	539/4	539/4	0.25	5/16	5/16	Chord	3/8	1	2	1/16		1/16	1	869										
90	90	267/2	267/2	0.0	0	0	Spanner	3/8	2	1	0														
90	90	267/2	267/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	870										
90	90	134	134	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	871										
90	90	269/2	269/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	872										
90	90	267/2	267/2	0.25	0	0	Chord	3/8	2	2	1/16		1/16	1	873				142						
90	90	535/4	535/4	0.25	1/16	1/16	Chord	3/8	2	2	1/16		1/16	1	874				142						
90	90	134	134	0.25	1/8	1/8	Chord	3/8	2	2	1/16		1/16	1	875				142						
90	90	537/4	537/4	0.25	3/16	3/16	Chord	3/8	2	2	1/16		1/16	1	876				142						
90	90	269/2	269/2	0.25	1/4	1/4	Chord	3/8	2	2	1/16		1/16	1	877				142						
90	90	539/4	539/4	0.25	5/16	5/16	Chord	3/8	2	2	1/16		1/16	1	878										
91	91	135	135	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	879										
91	91	136	136	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	880										
91	91	135	135	0.0	0	0	Spanner	3/8	2	1	0													48	48
91	91	135	135	1.0	0	0	Chord	3/8	2	1	1/4		1/4	1	881									48	48
91	91	135	135	0.16666666666666666	0	0	Chord	3/8	2	2	1/24		1/16	2/3	882				143					48	48
91	91	811/6	811/6	0.16666666666666666	1/24	1/24	Chord	3/8	2	2	1/24		1/16	2/3	883				143					48	48
91	91	406/3	406/3	0.16666666666666666	1/12	1/12	Chord	3/8	2	2	1/24		1/16	2/3	884				143					48	48
91	91	271/2	271/2	0.25	1/8	1/8	Chord	3/8	2	2	1/16		1/16	1	885				143					48	48
91	91	543/4	543/4	0.25	3/16	3/16	Chord	3/8	2	2	1/16		1/16	1	886				143					48	48
91	91	136	136	0.25	1/4	1/4	Chord	3/8	2	2	1/16		1/16	1	887				143					48	48
91	91	545/4	545/4	0.25	5/16	5/16	Chord	3/8	2	2	1/16		1/16	1	888									48	48
92	92	273/2	273/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	889		articStaccatoBelow		144						
92	92	137	137	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	890		articStaccatoBelow		144						
92	92	275/2	275/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	891		articStaccatoBelow								
92	92	273/2	273/2	0.0	0	0	Spanner	3/8	2	1	0														
92	92	273/2	273/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	892				145						
92	92	547/4	547/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	893				145						
92	92	137	137	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	894				145						
92	92	549/4	549/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	895				145						
92	92	275/2	275/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	896				145						
92	92	551/4	551/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	897										
93	93	138	138	0.0	0	0	Chord	3/8	1	1	0	grace16	1/16	1	898										
93	93	138	138	0.0	0	0	Chord	3/8	1	1	0	grace16	1/16	1	899										
93	93	138	138	0.0	0	0	Chord	3/8	1	1	0	grace16	1/16	1	900										
93	93	138	138	0.0	0	0	Chord	3/8	1	1	0	grace16	1/16	1	901										
93	93	138	138	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	902				146						
93	93	139	139	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	903		articStaccatoAbove								
93	93	138	138	0.0	0	0	Spanner	3/8	2	1	0													49	49
93	93	138	138	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	904				147					49	49
93	93	829/6	829/6	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	905				147					49	49
93	93	415/3	415/3	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	906				147					49	49
93	93	277/2	277/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	907				147					49	49
93	93	555/4	555/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	908				147					49	49
93	93	139	139	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	909				147					49	49
93	93	557/4	557/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	910									49	49
94	94	279/2	279/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	911		articStaccatoBelow		148						
94	94	140	140	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	912		articStaccatoBelow		148						
94	94	281/2	281/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	913		articStaccatoBelow								
94	94	279/2	279/2	0.0	0	0	Spanner	3/8	2	1	0														
94	94	279/2	279/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	914				149						
94	94	559/4	559/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	915				149						
94	94	140	140	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	916				149						
94	94	561/4	561/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	917				149						
94	94	281/2	281/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	918				149						
94	94	563/4	563/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	919										
95	95	141	141	0.0	0	0	Chord	3/8	1	1	0	grace16	1/16	1	920										
95	95	141	141	0.0	0	0	Chord	3/8	1	1	0	grace16	1/16	1	921										
95	95	141	141	0.0	0	0	Chord	3/8	1	1	0	grace16	1/16	1	922										
95	95	141	141	0.0	0	0	Chord	3/8	1	1	0	grace16	1/16	1	923										
95	95	141	141	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	924				150						
95	95	142	142	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	925		articStaccatoAbove								
95	95	141	141	0.0	0	0	Spanner	3/8	2	1	0													50	50
95	95	141	141	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	926				151					50	50
95	95	847/6	847/6	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	927				151					50	50
95	95	424/3	424/3	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	928				151					50	50
95	95	283/2	283/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	929				151					50	50
95	95	567/4	567/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	930				151					50	50
95	95	142	142	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	931				151					50	50
95	95	569/4	569/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	932									50	50
96	96	285/2	285/2	0.0	0	0	StaffText	3/8	1	1	0							raddolcente							
96	96	285/2	285/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	933		articStaccatoBelow		152						
96	96	143	143	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	934		articStaccatoBelow		152						
96	96	287/2	287/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	935		articStaccatoBelow								
96	96	285/2	285/2	0.0	0	0	Spanner	3/8	2	1	0														
96	96	285/2	285/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	936				153						
96	96	571/4	571/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	937				153						
96	96	143	143	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	938				153						
96	96	573/4	573/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	939				153						
96	96	287/2	287/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	940				153						
96	96	575/4	575/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	941										
97	97	144	144	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	942		articStaccatoAbove		154						
97	97	289/2	289/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	943		articStaccatoAbove		154						
97	97	145	145	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	944		articStaccatoAbove		154						
97	97	144	144	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	945				155						
97	97	577/4	577/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	946				155						
97	97	289/2	289/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	947				155						
97	97	579/4	579/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	948				155						
97	97	145	145	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	949				155						
97	97	581/4	581/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	950										
98	98	291/2	291/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	951		articStaccatoAbove		154						
98	98	146	146	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	952		articStaccatoAbove		154						
98	98	293/2	293/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	953		articStaccatoAbove								
98	98	291/2	291/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	954				156						
98	98	583/4	583/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	955				156						
98	98	146	146	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	956				156						
98	98	585/4	585/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	957				156						
98	98	293/2	293/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	958				156						
98	98	587/4	587/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	959										
99	99	147	147	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	960										
99	99	147	147	0.0	0	0	Spanner	3/8	2	1	0													51	51
99	99	147	147	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	961				157					51	51
99	99	883/6	883/6	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	962				157					51	51
99	99	442/3	442/3	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	963				157					51	51
99	99	295/2	295/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	964				157					51	51
99	99	591/4	591/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	965				157					51	51
99	99	148	148	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	966				157					51	51
99	99	593/4	593/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	967									51	51
100	100	297/2	297/2	0.0	0	0	StaffText	3/8	1	1	0							smorzando							
100	100	297/2	297/2	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	968										
100	100	297/2	297/2	0.0	0	0	Spanner	3/8	2	1	0														
100	100	297/2	297/2	0.0	0	0	Spanner	3/8	2	1	0													52	52
100	100	297/2	297/2	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	969				158					52	52
100	100	446/3	446/3	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	970				158					52	52
100	100	893/6	893/6	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	971				158					52	52
100	100	149	149	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	972				158					52	52
100	100	597/4	597/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	973				158					52	52
100	100	299/2	299/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	974				158					52	52
100	100	599/4	599/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	975									52	52
101	101	150	150	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	976										
101	101	150	150	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	977				159					52	52
101	101	901/6	901/6	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	978				159					52	52
101	101	451/3	451/3	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	979				159					52	52
101	101	301/2	301/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	980				159					52	52
101	101	603/4	603/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	981				159					52	52
101	101	151	151	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	982				159					52	52
101	101	605/4	605/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	983									52	52
102	102	303/2	303/2	1.5	0	0	Chord	2/4	1	1	3/8		1/4	3/2	984										
102	102	303/2	303/2	0.16666666666666666	0	0	Chord	2/4	2	1	1/24		1/16	2/3	985				160					52	52
102	102	455/3	455/3	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	986				160					52	52
102	102	911/6	911/6	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	987				160					52	52
102	102	152	152	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	988				160					52	52
102	102	609/4	609/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	989				160					52	52
102	102	305/2	305/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	990				160					52	52
102	102	611/4	611/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	991									52	52
103	103	615/4	615/4	0.0	1/16	1/16	StaffText	2/4	1	1	0							"<font size=""12""/>sempre dolcissimo"							
103	103	615/4	615/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	992				161						
103	103	154	154	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	993				161						
103	103	617/4	617/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	994				161						
103	103	309/2	309/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	995				161						
103	103	619/4	619/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	996				161						
103	103	155	155	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	997				161						
103	103	621/4	621/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	998										
103	103	307/2	307/2	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	999									52	52
104	104	311/2	311/2	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1000				162						
104	104	623/4	623/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1001				162						
104	104	156	156	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1002				162						
104	104	625/4	625/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1003				162						
104	104	313/2	313/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1004				162						
104	104	627/4	627/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1005				162						
104	104	157	157	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1006				162						
104	104	629/4	629/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1007				162						
104	104	311/2	311/2	0.0	0	0	Spanner	2/4	2	1	0														
104	104	311/2	311/2	0.0	0	0	Spanner	2/4	2	1	0													53	53
104	104	311/2	311/2	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	1008									53	53
105	105	315/2	315/2	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1009				162						
105	105	631/4	631/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1010				162						
105	105	158	158	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1011				162						
105	105	633/4	633/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1012				162						
105	105	317/2	317/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1013				162						
105	105	635/4	635/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1014				162						
105	105	159	159	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	1015				162						
105	105	955/6	955/6	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	1016										
105	105	1913/12	1913/12	0.0	23/48	23/48	Spanner	2/4	1	1	0												2		
105	105	1913/12	1913/12	0.08333333333333333	23/48	23/48	Chord	2/4	1	1	1/48		1/32	2/3	1017								2		
105	105	315/2	315/2	0.0	0	0	Spanner	2/4	2	1	0														
105	105	315/2	315/2	0.0	0	0	Spanner	2/4	2	1	0													54	54
105	105	315/2	315/2	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	1018									54	54
106	106	319/2	319/2	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1019				163				2		
106	106	639/4	639/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1020				163				2		
106	106	160	160	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1021				163				2		
106	106	641/4	641/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1022				163				2		
106	106	321/2	321/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1023				163				2		
106	106	643/4	643/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1024				163				2		
106	106	161	161	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1025				163				2		
106	106	645/4	645/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1026				163				2		
106	106	319/2	319/2	0.0	0	0	Spanner	2/4	2	1	0														
106	106	319/2	319/2	0.0	0	0	Spanner	2/4	2	1	0													55	55
106	106	319/2	319/2	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	1027									55	55
107	107	323/2	323/2	0.0	0	0	Spanner	2/4	1	1	0								163						
107	107	323/2	323/2	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1028				163						
107	107	647/4	647/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1029				163						
107	107	162	162	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1030				163						
107	107	649/4	649/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1031				163						
107	107	325/2	325/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1032				163						
107	107	651/4	651/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1033				163						
107	107	163	163	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	1034				163						
107	107	979/6	979/6	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	1035										
107	107	1961/12	1961/12	0.0	23/48	23/48	Spanner	2/4	1	1	0												3		
107	107	1961/12	1961/12	0.08333333333333333	23/48	23/48	Chord	2/4	1	1	1/48		1/32	2/3	1036								3		
107	107	323/2	323/2	0.0	0	0	Spanner	2/4	2	1	0														
107	107	323/2	323/2	0.0	0	0	Spanner	2/4	2	1	0													56	56
107	107	323/2	323/2	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	1037									56	56
108	108	327/2	327/2	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1038				164				3		
108	108	655/4	655/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1039				164				3		
108	108	164	164	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1040				164				3		
108	108	657/4	657/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1041				164				3		
108	108	329/2	329/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1042				164				3		
108	108	659/4	659/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1043				164				3		
108	108	165	165	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1044				164				3		
108	108	661/4	661/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1045								3		
108	108	327/2	327/2	0.0	0	0	Spanner	2/4	2	1	0														
108	108	327/2	327/2	0.0	0	0	Spanner	2/4	2	1	0													57	57
108	108	327/2	327/2	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	1046									57	57
109	109	331/2	331/2	0.0	0	0	Spanner	2/4	1	1	0														
109	109	331/2	331/2	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1047				165						
109	109	663/4	663/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1048				165						
109	109	166	166	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1049				165						
109	109	665/4	665/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1050				165						
109	109	333/2	333/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1051				165						
109	109	667/4	667/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1052				165						
109	109	167	167	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1053				165						
109	109	669/4	669/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1054				165						
109	109	331/2	331/2	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	1055									57	57
109	109	333/2	333/2	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1056									57	57
110	110	335/2	335/2	0.0	0	0	StaffText	2/4	1	1	0							mancando	165						
110	110	335/2	335/2	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1057				165						
110	110	671/4	671/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1058				165						
110	110	168	168	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1059				165						
110	110	673/4	673/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1060				165						
110	110	337/2	337/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1061				165						
110	110	675/4	675/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1062				165						
110	110	169	169	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1063				165						
110	110	677/4	677/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1064				165						
110	110	335/2	335/2	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	1065									57	57
110	110	337/2	337/2	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1066									57	57
111	111	339/2	339/2	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	1067				165						
111	111	339/2	339/2	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	1068									57	57
112	112	343/2	343/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1069		articStaccatoAbove								
112	112	343/2	343/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1070									57	57
112	112	347/2	347/2	0.0	1/2	1/2	Spanner	2/4	2	1	0														
