mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	decrescendo_hairpin	diminuendo_line
12	11	127/2	127/2	0.375	3/8	3/8	Chord	6/8	1	1	3/32	1/8	3/4	209				41		
12	11	511/8	511/8	0.375	15/32	15/32	Chord	6/8	1	1	3/32	1/8	3/4	210				41		
12	11	257/4	257/4	0.375	9/16	9/16	Chord	6/8	1	1	3/32	1/8	3/4	211				41		
12	11	517/8	517/8	0.375	21/32	21/32	Chord	6/8	1	1	3/32	1/8	3/4	212						
12	11	62	62	0.5	0	0	Chord	6/8	1	2	1/8	1/8	1	213				42		
12	11	125/2	125/2	0.25	1/8	1/8	Chord	6/8	1	2	1/16	1/16	1	214				42		
12	11	251/4	251/4	0.25	3/16	3/16	Chord	6/8	1	2	1/16	1/16	1	215				42		
12	11	63	63	0.25	1/4	1/4	Chord	6/8	1	2	1/16	1/16	1	216				42		
12	11	253/4	253/4	0.25	5/16	5/16	Chord	6/8	1	2	1/16	1/16	1	217						
12	11	127/2	127/2	1.5	3/8	3/8	Chord	6/8	1	2	3/8	1/4	3/2	218						
12	11	125/2	125/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	219						
12	11	63	63	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	220						
12	11	127/2	127/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	221		articAccentAbove				
13	12	65	65	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	222		articAccentAbove				
13	12	133/2	133/2	0.375	3/8	3/8	Chord	6/8	1	1	3/32	1/8	3/4	223				43		
13	12	535/8	535/8	0.375	15/32	15/32	Chord	6/8	1	1	3/32	1/8	3/4	224				43		
13	12	269/4	269/4	0.375	9/16	9/16	Chord	6/8	1	1	3/32	1/8	3/4	225				43		
13	12	541/8	541/8	0.375	21/32	21/32	Chord	6/8	1	1	3/32	1/8	3/4	226						
13	12	65	65	0.5	0	0	Chord	6/8	1	2	1/8	1/8	1	227				44		
13	12	131/2	131/2	0.25	1/8	1/8	Chord	6/8	1	2	1/16	1/16	1	228				44		
13	12	263/4	263/4	0.25	3/16	3/16	Chord	6/8	1	2	1/16	1/16	1	229				44		
13	12	66	66	0.25	1/4	1/4	Chord	6/8	1	2	1/16	1/16	1	230				44		
13	12	265/4	265/4	0.25	5/16	5/16	Chord	6/8	1	2	1/16	1/16	1	231						
13	12	133/2	133/2	1.5	3/8	3/8	Chord	6/8	1	2	3/8	1/4	3/2	232						
13	12	131/2	131/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	233						
13	12	66	66	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	234						
13	12	133/2	133/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	235		articAccentAbove				
14	13	68	68	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	236		articAccentAbove				
14	13	139/2	139/2	0.375	3/8	3/8	Chord	6/8	1	1	3/32	1/8	3/4	237				45		
14	13	559/8	559/8	0.375	15/32	15/32	Chord	6/8	1	1	3/32	1/8	3/4	238				45		
14	13	281/4	281/4	0.375	9/16	9/16	Chord	6/8	1	1	3/32	1/8	3/4	239				45		
14	13	565/8	565/8	0.375	21/32	21/32	Chord	6/8	1	1	3/32	1/8	3/4	240						
14	13	68	68	0.5	0	0	Chord	6/8	1	2	1/8	1/8	1	241				46		
14	13	137/2	137/2	0.25	1/8	1/8	Chord	6/8	1	2	1/16	1/16	1	242				46		
14	13	275/4	275/4	0.25	3/16	3/16	Chord	6/8	1	2	1/16	1/16	1	243				46		
14	13	69	69	0.25	1/4	1/4	Chord	6/8	1	2	1/16	1/16	1	244				46		
14	13	277/4	277/4	0.25	5/16	5/16	Chord	6/8	1	2	1/16	1/16	1	245						
14	13	139/2	139/2	1.5	3/8	3/8	Chord	6/8	1	2	3/8	1/4	3/2	246						
14	13	137/2	137/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	247						
14	13	69	69	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	248						
14	13	139/2	139/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	249		articAccentAbove				
15	14	71	71	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	250		articAccentAbove				
15	14	145/2	145/2	0.375	3/8	3/8	Chord	6/8	1	1	3/32	1/8	3/4	251				47		
15	14	583/8	583/8	0.375	15/32	15/32	Chord	6/8	1	1	3/32	1/8	3/4	252				47		
15	14	293/4	293/4	0.375	9/16	9/16	Chord	6/8	1	1	3/32	1/8	3/4	253				47		
15	14	589/8	589/8	0.375	21/32	21/32	Chord	6/8	1	1	3/32	1/8	3/4	254						
15	14	71	71	0.5	0	0	Chord	6/8	1	2	1/8	1/8	1	255				48		
15	14	143/2	143/2	0.25	1/8	1/8	Chord	6/8	1	2	1/16	1/16	1	256				48		
15	14	287/4	287/4	0.25	3/16	3/16	Chord	6/8	1	2	1/16	1/16	1	257				48		
15	14	72	72	0.25	1/4	1/4	Chord	6/8	1	2	1/16	1/16	1	258				48		
15	14	289/4	289/4	0.25	5/16	5/16	Chord	6/8	1	2	1/16	1/16	1	259						
15	14	145/2	145/2	1.5	3/8	3/8	Chord	6/8	1	2	3/8	1/4	3/2	260						
15	14	143/2	143/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	261						
15	14	72	72	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	262						
15	14	145/2	145/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	263		articAccentBelow				
16	15	74	74	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	264		articAccentAbove				
16	15	151/2	151/2	0.375	3/8	3/8	Chord	6/8	1	1	3/32	1/8	3/4	265				49		
16	15	607/8	607/8	0.375	15/32	15/32	Chord	6/8	1	1	3/32	1/8	3/4	266				49		
16	15	305/4	305/4	0.375	9/16	9/16	Chord	6/8	1	1	3/32	1/8	3/4	267				49		
16	15	613/8	613/8	0.375	21/32	21/32	Chord	6/8	1	1	3/32	1/8	3/4	268						
16	15	74	74	0.5	0	0	Chord	6/8	1	2	1/8	1/8	1	269				50		
16	15	149/2	149/2	0.25	1/8	1/8	Chord	6/8	1	2	1/16	1/16	1	270				50		
16	15	299/4	299/4	0.25	3/16	3/16	Chord	6/8	1	2	1/16	1/16	1	271				50		
16	15	75	75	0.25	1/4	1/4	Chord	6/8	1	2	1/16	1/16	1	272				50		
16	15	301/4	301/4	0.25	5/16	5/16	Chord	6/8	1	2	1/16	1/16	1	273						
16	15	151/2	151/2	1.5	3/8	3/8	Chord	6/8	1	2	3/8	1/4	3/2	274						
16	15	149/2	149/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	275						
16	15	75	75	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	276						
16	15	151/2	151/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	277		articAccentBelow				
17	16	77	77	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	278		articAccentAbove				
17	16	157/2	157/2	0.375	3/8	3/8	Chord	6/8	1	1	3/32	1/8	3/4	279				51		
17	16	631/8	631/8	0.375	15/32	15/32	Chord	6/8	1	1	3/32	1/8	3/4	280				51		
17	16	317/4	317/4	0.375	9/16	9/16	Chord	6/8	1	1	3/32	1/8	3/4	281				51		
17	16	637/8	637/8	0.375	21/32	21/32	Chord	6/8	1	1	3/32	1/8	3/4	282						
17	16	77	77	0.5	0	0	Chord	6/8	1	2	1/8	1/8	1	283				52		
17	16	155/2	155/2	0.25	1/8	1/8	Chord	6/8	1	2	1/16	1/16	1	284				52		
17	16	311/4	311/4	0.25	3/16	3/16	Chord	6/8	1	2	1/16	1/16	1	285				52		
17	16	78	78	0.25	1/4	1/4	Chord	6/8	1	2	1/16	1/16	1	286				52		
17	16	313/4	313/4	0.25	5/16	5/16	Chord	6/8	1	2	1/16	1/16	1	287						
17	16	157/2	157/2	1.5	3/8	3/8	Chord	6/8	1	2	3/8	1/4	3/2	288						
17	16	155/2	155/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	289						
17	16	78	78	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	290						
17	16	157/2	157/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	291		articAccentBelow				
18	17	80	80	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	292		articAccentAbove				
18	17	163/2	163/2	0.375	3/8	3/8	Chord	6/8	1	1	3/32	1/8	3/4	293				53		
18	17	655/8	655/8	0.375	15/32	15/32	Chord	6/8	1	1	3/32	1/8	3/4	294				53		
18	17	329/4	329/4	0.375	9/16	9/16	Chord	6/8	1	1	3/32	1/8	3/4	295				53		
18	17	661/8	661/8	0.375	21/32	21/32	Chord	6/8	1	1	3/32	1/8	3/4	296						
18	17	80	80	0.5	0	0	Chord	6/8	1	2	1/8	1/8	1	297				54		
18	17	161/2	161/2	0.25	1/8	1/8	Chord	6/8	1	2	1/16	1/16	1	298				54		
18	17	323/4	323/4	0.25	3/16	3/16	Chord	6/8	1	2	1/16	1/16	1	299				54		
18	17	81	81	0.25	1/4	1/4	Chord	6/8	1	2	1/16	1/16	1	300				54		
18	17	325/4	325/4	0.25	5/16	5/16	Chord	6/8	1	2	1/16	1/16	1	301						
18	17	163/2	163/2	1.5	3/8	3/8	Chord	6/8	1	2	3/8	1/4	3/2	302						
18	17	161/2	161/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	303						
18	17	81	81	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	304						
18	17	163/2	163/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	305		articAccentAbove				
19	18	83	83	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	306		articAccentAbove				
19	18	169/2	169/2	0.375	3/8	3/8	Chord	6/8	1	1	3/32	1/8	3/4	307				55		
19	18	679/8	679/8	0.375	15/32	15/32	Chord	6/8	1	1	3/32	1/8	3/4	308				55		
19	18	341/4	341/4	0.375	9/16	9/16	Chord	6/8	1	1	3/32	1/8	3/4	309				55		
19	18	685/8	685/8	0.375	21/32	21/32	Chord	6/8	1	1	3/32	1/8	3/4	310						
19	18	83	83	0.5	0	0	Chord	6/8	1	2	1/8	1/8	1	311				56		
19	18	167/2	167/2	0.25	1/8	1/8	Chord	6/8	1	2	1/16	1/16	1	312				56		
19	18	335/4	335/4	0.25	3/16	3/16	Chord	6/8	1	2	1/16	1/16	1	313				56		
19	18	84	84	0.25	1/4	1/4	Chord	6/8	1	2	1/16	1/16	1	314				56		
19	18	337/4	337/4	0.25	5/16	5/16	Chord	6/8	1	2	1/16	1/16	1	315						
19	18	169/2	169/2	1.5	3/8	3/8	Chord	6/8	1	2	3/8	1/4	3/2	316						
19	18	167/2	167/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	317						
19	18	84	84	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	318						
19	18	169/2	169/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	319		articAccentAbove				
20	19	86	86	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	320		articAccentAbove				
20	19	175/2	175/2	0.375	3/8	3/8	Chord	6/8	1	1	3/32	1/8	3/4	321				57		
20	19	703/8	703/8	0.375	15/32	15/32	Chord	6/8	1	1	3/32	1/8	3/4	322				57		
20	19	353/4	353/4	0.375	9/16	9/16	Chord	6/8	1	1	3/32	1/8	3/4	323				57		
20	19	709/8	709/8	0.375	21/32	21/32	Chord	6/8	1	1	3/32	1/8	3/4	324						
20	19	86	86	0.5	0	0	Chord	6/8	1	2	1/8	1/8	1	325				58		
20	19	173/2	173/2	0.25	1/8	1/8	Chord	6/8	1	2	1/16	1/16	1	326				58		
20	19	347/4	347/4	0.25	3/16	3/16	Chord	6/8	1	2	1/16	1/16	1	327				58		
20	19	87	87	0.25	1/4	1/4	Chord	6/8	1	2	1/16	1/16	1	328				58		
20	19	349/4	349/4	0.25	5/16	5/16	Chord	6/8	1	2	1/16	1/16	1	329						
20	19	175/2	175/2	1.5	3/8	3/8	Chord	6/8	1	2	3/8	1/4	3/2	330						
20	19	173/2	173/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	331						
20	19	87	87	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	332						
20	19	175/2	175/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	333		articAccentAbove				
21	20	89	89	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	334		articAccentAbove				
21	20	181/2	181/2	0.375	3/8	3/8	Chord	6/8	1	1	3/32	1/8	3/4	335				59		
21	20	727/8	727/8	0.375	15/32	15/32	Chord	6/8	1	1	3/32	1/8	3/4	336				59		
21	20	365/4	365/4	0.375	9/16	9/16	Chord	6/8	1	1	3/32	1/8	3/4	337				59		
21	20	733/8	733/8	0.375	21/32	21/32	Chord	6/8	1	1	3/32	1/8	3/4	338						
21	20	89	89	0.5	0	0	Chord	6/8	1	2	1/8	1/8	1	339				60		
21	20	179/2	179/2	0.25	1/8	1/8	Chord	6/8	1	2	1/16	1/16	1	340				60		
21	20	359/4	359/4	0.25	3/16	3/16	Chord	6/8	1	2	1/16	1/16	1	341				60		
21	20	90	90	0.25	1/4	1/4	Chord	6/8	1	2	1/16	1/16	1	342				60		
21	20	361/4	361/4	0.25	5/16	5/16	Chord	6/8	1	2	1/16	1/16	1	343						
21	20	181/2	181/2	1.5	3/8	3/8	Chord	6/8	1	2	3/8	1/4	3/2	344						
21	20	179/2	179/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	345						
21	20	90	90	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	346						
21	20	181/2	181/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	347		articAccentBelow				
22	21	92	92	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	348		articAccentAbove				
22	21	187/2	187/2	0.375	3/8	3/8	Chord	6/8	1	1	3/32	1/8	3/4	349				61		
22	21	751/8	751/8	0.375	15/32	15/32	Chord	6/8	1	1	3/32	1/8	3/4	350				61		
22	21	377/4	377/4	0.375	9/16	9/16	Chord	6/8	1	1	3/32	1/8	3/4	351				61		
22	21	757/8	757/8	0.375	21/32	21/32	Chord	6/8	1	1	3/32	1/8	3/4	352						
22	21	92	92	0.5	0	0	Chord	6/8	1	2	1/8	1/8	1	353				62		
22	21	185/2	185/2	0.25	1/8	1/8	Chord	6/8	1	2	1/16	1/16	1	354				62		
22	21	371/4	371/4	0.25	3/16	3/16	Chord	6/8	1	2	1/16	1/16	1	355				62		
22	21	93	93	0.25	1/4	1/4	Chord	6/8	1	2	1/16	1/16	1	356				62		
22	21	373/4	373/4	0.25	5/16	5/16	Chord	6/8	1	2	1/16	1/16	1	357						
22	21	187/2	187/2	1.5	3/8	3/8	Chord	6/8	1	2	3/8	1/4	3/2	358						
22	21	185/2	185/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	359						
22	21	93	93	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	360						
22	21	187/2	187/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	361		articAccentBelow				
23	22	95	95	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	362		articAccentAbove				
23	22	193/2	193/2	0.375	3/8	3/8	Chord	6/8	1	1	3/32	1/8	3/4	363				63		
23	22	775/8	775/8	0.375	15/32	15/32	Chord	6/8	1	1	3/32	1/8	3/4	364				63		
23	22	389/4	389/4	0.375	9/16	9/16	Chord	6/8	1	1	3/32	1/8	3/4	365				63		
23	22	781/8	781/8	0.375	21/32	21/32	Chord	6/8	1	1	3/32	1/8	3/4	366						
23	22	95	95	0.5	0	0	Chord	6/8	1	2	1/8	1/8	1	367				64		
23	22	191/2	191/2	0.25	1/8	1/8	Chord	6/8	1	2	1/16	1/16	1	368				64		
23	22	383/4	383/4	0.25	3/16	3/16	Chord	6/8	1	2	1/16	1/16	1	369				64		
23	22	96	96	0.25	1/4	1/4	Chord	6/8	1	2	1/16	1/16	1	370				64		
23	22	385/4	385/4	0.25	5/16	5/16	Chord	6/8	1	2	1/16	1/16	1	371						
23	22	193/2	193/2	1.5	3/8	3/8	Chord	6/8	1	2	3/8	1/4	3/2	372						
23	22	191/2	191/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	373						
23	22	96	96	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	374						
23	22	193/2	193/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	375		articAccentBelow				
24	23	99	99	0.0	1/4	1/4	Dynamic	6/8	2	1	0				pp					
24	23	99	99	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	376				65		
24	23	199/2	199/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	377				65		
24	23	201/2	201/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	378						
25	24	101	101	1.0	0	0	Chord	12/8	2	1	1/4	1/4	1	379						
25	24	102	102	0.5	1/4	1/4	Chord	12/8	2	1	1/8	1/8	1	380				66		
25	24	205/2	205/2	1.0	3/8	3/8	Chord	12/8	2	1	1/4	1/4	1	381				66		
25	24	207/2	207/2	0.5	5/8	5/8	Chord	12/8	2	1	1/8	1/8	1	382						
25	24	104	104	1.0	3/4	3/4	Chord	12/8	2	1	1/4	1/4	1	383						
25	24	105	105	0.5	1	1	Chord	12/8	2	1	1/8	1/8	1	384				67		
25	24	211/2	211/2	1.0	9/8	9/8	Chord	12/8	2	1	1/4	1/4	1	385				67		
25	24	213/2	213/2	0.5	11/8	11/8	Chord	12/8	2	1	1/8	1/8	1	386						
26	25	107	107	0.0	0	0	Dynamic	12/8	1	1	0				pp					
26	25	107	107	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	387		articStaccatoAbove		68		
26	25	215/2	215/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	388		articStaccatoAbove		68		
26	25	108	108	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	389		articStaccatoAbove				
26	25	217/2	217/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	390				69		
26	25	109	109	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	391						
26	25	219/2	219/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	392						
26	25	110	110	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	393		articStaccatoAbove		70		
26	25	221/2	221/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	394		articStaccatoAbove		70		
26	25	111	111	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	395		articStaccatoAbove				
26	25	223/2	223/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	396				71		
26	25	112	112	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	397						
26	25	225/2	225/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	398						
26	25	217/2	217/2	1.0	3/8	3/8	Chord	12/8	1	2	1/4	1/4	1	399						
26	25	219/2	219/2	0.5	5/8	5/8	Chord	12/8	1	2	1/8	1/8	1	400						
26	25	110	110	0.5	3/4	3/4	Chord	12/8	1	2	1/8	1/8	1	401		articStaccatoBelow				
26	25	221/2	221/2	0.5	7/8	7/8	Chord	12/8	1	2	1/8	1/8	1	402		articStaccatoBelow				
26	25	111	111	0.5	1	1	Chord	12/8	1	2	1/8	1/8	1	403		articStaccatoBelow				
26	25	223/2	223/2	1.0	9/8	9/8	Chord	12/8	1	2	1/4	1/4	1	404						
26	25	225/2	225/2	0.5	11/8	11/8	Chord	12/8	1	2	1/8	1/8	1	405						
26	25	108	108	0.5	1/4	1/4	Chord	12/8	2	1	1/8	1/8	1	406				72		
26	25	217/2	217/2	1.0	3/8	3/8	Chord	12/8	2	1	1/4	1/4	1	407				72		
26	25	219/2	219/2	0.5	5/8	5/8	Chord	12/8	2	1	1/8	1/8	1	408				72		
26	25	110	110	1.0	3/4	3/4	Chord	12/8	2	1	1/4	1/4	1	409				72		
26	25	111	111	0.5	1	1	Chord	12/8	2	1	1/8	1/8	1	410				72		
26	25	223/2	223/2	1.0	9/8	9/8	Chord	12/8	2	1	1/4	1/4	1	411				72		
