mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	3.0	0	0	6/8	2	1	B.ii{		B	I		ii		ii						{	m	0	0	2, -1, 3		2	2
2	2	3	3	3.0	0	0	6/8	2	1	I		B	I		I		I							M	0	0	0, 4, 1		0	0
3	3	6	6	3.0	0	0	6/8	2	1	vii%43		B	I		vii%43		vii	%	43					%7	0	0	-1, 3, 5, 2		5	-1
4	4	9	9	3.0	0	0	6/8	2	1	I6		B	I		I6		I		6					M	0	0	4, 1, 0		0	4
5	5	12	12	3.5	0	0	6/8	2	1	ii6		B	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
6	6	31/2	31/2	2.5	1/8	1/8	6/8	2	1	vii%43		B	I		vii%43		vii	%	43					%7	0	0	-1, 3, 5, 2		5	-1
7	7	18	18	1.5	0	0	6/8	2	1	I6		B	I		I6		I		6					M	0	0	4, 1, 0		0	4
7	7	39/2	39/2	4.5	3/8	3/8	6/8	2	1	I6(+6)		B	I		I6(+6)		I		6	+6				M	0	0	4, 1, 0	3	0	4
9	9	24	24	1.5	0	0	6/8	2	1	ii6		B	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
9	9	51/2	51/2	4.5	3/8	3/8	6/8	2	1	vii%43		B	I		vii%43		vii	%	43					%7	0	0	-1, 3, 5, 2		5	-1
11	11	30	30	1.5	0	0	6/8	2	1	I6		B	I		I6		I		6					M	0	0	4, 1, 0		0	4
11	11	63/2	63/2	4.5	3/8	3/8	6/8	2	1	I6(+6)		B	I		I6(+6)		I		6	+6				M	0	0	4, 1, 0	3	0	4
13	13	36	36	1.5	0	0	6/8	2	1	ii6		B	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
13	13	75/2	75/2	4.5	3/8	3/8	6/8	2	1	vii%43		B	I		vii%43		vii	%	43					%7	0	0	-1, 3, 5, 2		5	-1
15	15	42	42	6.0	0	0	6/8	2	1	viio7/V		B	I		viio7/V		vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
17	17	48	48	1.5	0	0	6/8	2	1	bII.V(964)		B	bII		V(964)		V			964				M	0	0	1, 0, 4	3	1	1
17	17	99/2	99/2	1.5	3/8	3/8	6/8	2	1	V(64)		B	bII		V(64)		V			64				M	0	0	1, 0, 4		1	1
18	18	51	51	4.5	0	0	6/8	2	1	V7		B	bII		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
19	19	111/2	111/2	11.5	3/8	3/8	6/8	2	1	V43/IV|EC		B	bII		V43/IV		V		43		IV	EC		Mm7	0	0	1, -2, 0, 4		0	1
23	23	67	67	3.0	1/4	1/4	6/8	2	1	I.viio65		B	I		viio65		vii	o	65					o7	0	0	2, -1, -4, 5		5	2
24	24	70	70	2.0	1/4	1/4	6/8	2	1	V7/V		B	I		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
25	25	72	72	3.0	0	0	6/8	2	1	vii%7		B	I		vii%7		vii	%	7					%7	0	0	5, 2, -1, 3		5	5
25	25	75	75	1.5	3/4	3/4	6/8	2	1	V7(9)		B	I		V7(9)		V		7	9				Mm7	0	0	1, 5, 2, -1	3	1	1
26	26	153/2	153/2	4.5	3/8	3/8	6/8	2	1	V7(9)	ii	B	I		V7(9)		V		7	9				Mm7	0	0	1, 5, 2, -1	3	1	1
28	28	81	81	3.0	0	0	6/8	2	1	vii%2		B	I		vii%2		vii	%	2					%7	0	0	3, 5, 2, -1		5	3
29	29	84	84	1.5	0	0	6/8	2	1	vii%7		B	I		vii%7		vii	%	7					%7	0	0	5, 2, -1, 3		5	5
29	29	171/2	171/2	1.5	3/8	3/8	6/8	2	1	vii%43		B	I		vii%43		vii	%	43					%7	0	0	-1, 3, 5, 2		5	-1
30	30	87	87	4.0	0	0	6/8	2	1	I6		B	I		I6		I		6					M	0	0	4, 1, 0		0	4
31	31	91	91	1.0	1/4	1/4	6/8	2	1	IM65		B	I		IM65		I	M	65					MM7	0	0	4, 1, 5, 0		0	4
31	31	92	92	1.0	1/2	1/2	6/8	2	1	IM7		B	I		IM7		I	M	7					MM7	0	0	0, 4, 1, 5		0	0
32	32	93	93	1.5	0	0	6/8	2	1	vii%2		B	I		vii%2		vii	%	2					%7	0	0	3, 5, 2, -1		5	3
32	32	189/2	189/2	4.5	3/8	3/8	6/8	2	1	vii%43		B	I		vii%43		vii	%	43					%7	0	0	-1, 3, 5, 2		5	-1
34	34	99	99	6.0	0	0	6/8	2	1	I6		B	I		I6		I		6					M	0	0	4, 1, 0		0	4
36	36	105	105	1.5	0	0	6/8	2	1	vii%2		B	I		vii%2		vii	%	2					%7	0	0	3, 5, 2, -1		5	3
36	36	213/2	213/2	4.5	3/8	3/8	6/8	2	1	vii%43		B	I		vii%43		vii	%	43					%7	0	0	-1, 3, 5, 2		5	-1
38	38	111	111	1.5	0	0	6/8	2	1	viio65/V		B	I		viio65/V		vii	o	65		V			o7	0	0	3, 0, -3, 6		6	3
38	38	225/2	225/2	4.5	3/8	3/8	6/8	2	1	viio7/V		B	I		viio7/V		vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
40	40	117	117	3.0	0	0	6/8	2	1	bIII.I6		B	bIII		I6		I		6					M	0	0	4, 1, 0		0	4
41	41	120	120	0.5	0	0	6/8	2	1	V7(6)		B	bIII		V7(6)		V		7	6				Mm7	0	0	1, 5, 4, -1		1	1
41	41	241/2	241/2	1.5	1/8	1/8	6/8	2	1	V7		B	bIII		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
41	41	122	122	1.0	1/2	1/2	6/8	2	1	V7(9)		B	bIII		V7(9)		V		7	9				Mm7	0	0	1, 5, 2, -1	3	1	1
41	41	123	123	0.0	3/4	3/4	6/8	2	1	V7(6)		B	bIII		V7(6)		V		7	6				Mm7	0	0	1, 5, 4, -1		1	1
42	42	123	123	1.5	0	0	6/8	2	1	I|IAC}{		B	bIII		I		I					IAC	}{	M	0	0	0, 4, 1		0	0
42	42	249/2	249/2	4.5	3/8	3/8	6/8	2	1	I6		B	bIII		I6		I		6					M	0	0	4, 1, 0		0	4
44	44	129	129	1.5	0	0	6/8	2	1	I.I64		B	I		I64		I		64					M	0	0	1, 0, 4		0	1
44	44	261/2	261/2	1.5	3/8	3/8	6/8	2	1	I6		B	I		I6		I		6					M	0	0	4, 1, 0		0	4
45	45	132	132	0.5	0	0	6/8	2	1	V7(6+4)		B	I		V7(6+4)		V		7	6+4				Mm7	0	0	1, 5, 4, -1	0	1	1
45	45	265/2	265/2	1.0	1/8	1/8	6/8	2	1	V43		B	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
45	45	267/2	267/2	0.375	3/8	3/8	6/8	2	1	V2		B	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
45	45	1071/8	1071/8	0.9375	15/32	15/32	6/8	2	1	V7(9)		B	I		V7(9)		V		7	9				Mm7	0	0	1, 5, 2, -1	3	1	1
45	45	2157/16	2157/16	0.1875	45/64	45/64	6/8	2	1	V(6)		B	I		V(6)		V			6				M	0	0	1, 5, 4		1	1
46	46	135	135	4.0	0	0	2/4	2	1	I[I|IAC}{		B	I	I	I		I					IAC	}{	M	0	0	0, 4, 1		0	0
48	48	139	139	2.0	0	0	2/4	2	1	V7(6)		B	I	I	V7(6)		V		7	6				Mm7	0	0	1, 5, 4, -1		1	1
49	49	141	141	2.0	0	0	2/4	2	1	V7		B	I	I	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
50	50	143	143	2.0	0	0	2/4	2	1	IV6		B	I	I	IV6		IV		6					M	0	0	3, 0, -1		-1	3
51	51	145	145	1.5	0	0	2/4	2	1	V7(6)		B	I	I	V7(6)		V		7	6				Mm7	0	0	1, 5, 4, -1		1	1
51	51	293/2	293/2	0.5	3/8	3/8	2/4	2	1	V7		B	I	I	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
52	52	147	147	4.0	0	0	2/4	2	1	I]		B	I	I	I		I							M	0	0	0, 4, 1		0	0
54	54	151	151	4.0	0	0	2/4	2	1	V.I6		B	V		I6		I		6					M	0	0	4, 1, 0		0	4
56	56	155	155	2.0	0	0	2/4	2	1	ii7(9)		B	V		ii7(9)		ii		7	9				mm7	0	0	2, -1, 3, 0	4	2	2
57	57	157	157	2.0	0	0	2/4	2	1	ii7		B	V		ii7		ii		7					mm7	0	0	2, -1, 3, 0		2	2
58	58	159	159	2.0	0	0	2/4	2	1	ii65		B	V		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
59	59	161	161	2.0	0	0	2/4	2	1	ii7		B	V		ii7		ii		7					mm7	0	0	2, -1, 3, 0		2	2
60	60	163	163	2.0	0	0	2/4	2	1	V7(9)}		B	V		V7(9)		V		7	9			}	Mm7	0	0	1, 5, 2, -1	3	1	1
61	61	165	165	2.0	0	0	2/4	2	1	V7|HC		B	V		V7		V		7			HC		Mm7	0	0	1, 5, 2, -1		1	1
62	62	167	167	2.0	0	0	2/4	2	1	I{		B	V		I		I						{	M	0	0	0, 4, 1		0	0
63	63	169	169	2.0	0	0	2/4	2	1	#viio7/ii		B	V		#viio7/ii		#vii	o	7		ii			o7	0	0	7, 4, 1, -2		7	7
64	64	171	171	1.0	0	0	2/4	2	1	ii		B	V		ii		ii							m	0	0	2, -1, 3		2	2
64	64	172	172	4.25	1/4	1/4	2/4	2	1	V43(9)		B	V		V43(9)		V		43	9				Mm7	0	0	2, -1, 1, 5	3	1	2
66	66	705/4	705/4	2.0	0	0	2/4	2	1	I		B	V		I		I							M	0	0	0, 4, 1		0	0
67	67	713/4	713/4	2.0	0	0	2/4	2	1	#viio7/ii		B	V		#viio7/ii		#vii	o	7		ii			o7	0	0	7, 4, 1, -2		7	7
68	68	721/4	721/4	1.0	0	0	2/4	2	1	ii		B	V		ii		ii							m	0	0	2, -1, 3		2	2
68	68	725/4	725/4	5.25	1/4	1/4	2/4	2	1	V43(9)		B	V		V43(9)		V		43	9				Mm7	0	0	2, -1, 1, 5	3	1	2
70	70	373/2	373/2	2.0	0	0	2/4	2	1	I6		B	V		I6		I		6					M	0	0	4, 1, 0		0	4
71	71	377/2	377/2	2.0	0	0	2/4	2	1	V65/vi		B	V		V65/vi		V		65		vi			Mm7	0	0	8, 5, 2, 4		4	8
72	72	381/2	381/2	1.0	0	0	2/4	2	1	vi(4)		B	V		vi(4)		vi			4				m	0	0	3, 2, 4		3	3
72	72	383/2	383/2	1.0	1/4	1/4	2/4	2	1	vi		B	V		vi		vi							m	0	0	3, 0, 4		3	3
73	73	385/2	385/2	1.0	0	0	2/4	2	1	bI.iv6(9)		B	bI		iv6(9)		iv		6	9				m	0	0	-4, 0, -1	1	-1	-4
73	73	387/2	387/2	1.0	1/4	1/4	2/4	2	1	iv6		B	bI		iv6		iv		6					m	0	0	-4, 0, -1		-1	-4
74	74	389/2	389/2	2.0	0	0	2/4	2	1	V(64)		B	bI		V(64)		V			64				M	0	0	1, 0, 4		1	1
75	75	393/2	393/2	1.0	0	0	2/4	2	1	V(6)		B	bI		V(6)		V			6				M	0	0	1, 5, 4		1	1
75	75	395/2	395/2	0.5	1/4	1/4	2/4	2	1	V7(6)		B	bI		V7(6)		V		7	6				Mm7	0	0	1, 5, 4, -1		1	1
75	75	198	198	0.5	3/8	3/8	2/4	2	1	V7		B	bI		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
76	76	397/2	397/2	4.0	0	0	2/4	2	1	I|PAC}		B	bI		I		I					PAC	}	M	0	0	0, 4, 1		0	0
78	78	405/2	405/2	2.0	0	0	2/4	2	1	bvi.i{		B	bvi		i		i						{	m	0	1	0, -3, 1		0	0
79	79	409/2	409/2	2.0	0	0	2/4	2	1	#viio7/ii		B	bvi		#viio7/ii		#vii	o	7		ii			o7	0	1	7, 4, 1, -2		7	7
80	80	413/2	413/2	1.0	0	0	2/4	2	1	iio		B	bvi		iio		ii	o						o	0	1	2, -1, -4		2	2
80	80	415/2	415/2	4.25	1/4	1/4	2/4	2	1	V43(9)		B	bvi		V43(9)		V		43	9				Mm7	0	1	2, -1, 1, 5	-4	1	2
82	82	847/4	847/4	2.0	0	0	2/4	2	1	i		B	bvi		i		i							m	0	1	0, -3, 1		0	0
83	83	855/4	855/4	2.0	0	0	2/4	2	1	#viio7/ii		B	bvi		#viio7/ii		#vii	o	7		ii			o7	0	1	7, 4, 1, -2		7	7
84	84	863/4	863/4	1.0	0	0	2/4	2	1	iio		B	bvi		iio		ii	o						o	0	1	2, -1, -4		2	2
84	84	867/4	867/4	5.25	1/4	1/4	2/4	2	1	V43(9)		B	bvi		V43(9)		V		43	9				Mm7	0	1	2, -1, 1, 5	-4	1	2
86	86	222	222	2.0	0	0	2/4	2	1	i6		B	bvi		i6		i		6					m	0	1	-3, 1, 0		0	-3
87	87	224	224	2.0	0	0	2/4	2	1	#viio43/iv		B	bvi		#viio43/iv		#vii	o	43		iv			o7	0	1	-2, -5, 4, 1		4	-2
88	88	226	226	6.0	0	0	2/4	2	1	viio(+b4)/VII		B	bvi		viio(+b4)/VII		vii	o		+b4	VII			o	0	1	3, 0, -3	-5	3	3
90	90	232	232	2.0	0	0	2/4	2	1	v.i6		B	v		i6		i		6					m	0	1	-3, 1, 0		0	-3
91	91	234	234	2.0	0	0	2/4	2	1	viio2/bII		B	v		viio2/bII		vii	o	2		bII			o7	0	1	-9, 0, -3, -6		0	-9
92	92	236	236	6.0	0	0	2/4	2	1	viio7(+4)/bVII		B	v		viio7(+4)/bVII		vii	o	7	+4	bVII			o7	0	1	-4, -7, -10, -13	-5	-4	-4
94	94	242	242	1.0	0	0	2/4	2	1	bv.Ger6		B	bv		Ger6	Ger	vii	o	65	b3	V			Ger	0	1	-4, 0, -3, 6		6	-4
94	94	243	243	1.0	1/4	1/4	2/4	2	1	Ger6(+2)		B	bv		Ger6(+2)	Ger	vii	o	65	b3+2	V			Ger	0	1	-4, 0, -3, 6	1	6	-4
95	95	244	244	1.0	0	0	2/4	2	1	Ger6		B	bv		Ger6	Ger	vii	o	65	b3	V			Ger	0	1	-4, 0, -3, 6		6	-4
95	95	245	245	1.0	1/4	1/4	2/4	2	1	Ger6(+4)		B	bv		Ger6(+4)	Ger	vii	o	65	+4b3	V			Ger	0	1	-4, 0, -3, 6	5	6	-4
96	96	246	246	1.0	0	0	2/4	2	1	V[V7		B	bv	V	V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
