mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	6/8	2	1		B.ii{		B	I		ii		ii						{	m	0	0	2, -1, 3		2	2
2	2	0	0	6/8	2	1		I		B	I		I		I							M	0	0	0, 4, 1		0	0
3	3	0	0	6/8	2	1		vii%43		B	I		vii%43		vii	%	43					%7	0	0	-1, 3, 5, 2		5	-1
4	4	0	0	6/8	2	1		I6		B	I		I6		I		6					M	0	0	4, 1, 0		0	4
5	5	0	0	6/8	2	1		ii6		B	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
6	6	1/8	1/8	6/8	2	1		vii%43		B	I		vii%43		vii	%	43					%7	0	0	-1, 3, 5, 2		5	-1
7	7	0	0	6/8	2	1		I6		B	I		I6		I		6					M	0	0	4, 1, 0		0	4
7	7	3/8	3/8	6/8	2	1		I6(+6)		B	I		I6(+6)		I		6	+6				M	0	0	4, 1, 0	3	0	4
9	9	0	0	6/8	2	1		ii6		B	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
9	9	3/8	3/8	6/8	2	1		vii%43		B	I		vii%43		vii	%	43					%7	0	0	-1, 3, 5, 2		5	-1
11	11	0	0	6/8	2	1		I6		B	I		I6		I		6					M	0	0	4, 1, 0		0	4
11	11	3/8	3/8	6/8	2	1		I6(+6)		B	I		I6(+6)		I		6	+6				M	0	0	4, 1, 0	3	0	4
13	13	0	0	6/8	2	1		ii6		B	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
13	13	3/8	3/8	6/8	2	1		vii%43		B	I		vii%43		vii	%	43					%7	0	0	-1, 3, 5, 2		5	-1
15	15	0	0	6/8	2	1		viio7/V		B	I		viio7/V		vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
17	17	0	0	6/8	2	1		bII.V(964)		B	bII		V(964)		V			964				M	0	0	1, 0, 4	3	1	1
17	17	3/8	3/8	6/8	2	1		V(64)		B	bII		V(64)		V			64				M	0	0	1, 0, 4		1	1
18	18	0	0	6/8	2	1		V7		B	bII		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
19	19	3/8	3/8	6/8	2	1		V43/IV|EC		B	bII		V43/IV		V		43		IV	EC		Mm7	0	0	1, -2, 0, 4		0	1
23	23	1/4	1/4	6/8	2	1		I.viio65		B	I		viio65		vii	o	65					o7	0	0	2, -1, -4, 5		5	2
24	24	1/4	1/4	6/8	2	1		V7/V		B	I		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
25	25	0	0	6/8	2	1		vii%7		B	I		vii%7		vii	%	7					%7	0	0	5, 2, -1, 3		5	5
25	25	3/4	3/4	6/8	2	1		V7(9)		B	I		V7(9)		V		7	9				Mm7	0	0	1, 5, 2, -1	3	1	1
26	26	3/8	3/8	6/8	2	1		V7(9)	ii	B	I		V7(9)		V		7	9				Mm7	0	0	1, 5, 2, -1	3	1	1
28	28	0	0	6/8	2	1		vii%2		B	I		vii%2		vii	%	2					%7	0	0	3, 5, 2, -1		5	3
29	29	0	0	6/8	2	1		vii%7		B	I		vii%7		vii	%	7					%7	0	0	5, 2, -1, 3		5	5
29	29	3/8	3/8	6/8	2	1		vii%43		B	I		vii%43		vii	%	43					%7	0	0	-1, 3, 5, 2		5	-1
30	30	0	0	6/8	2	1		I6		B	I		I6		I		6					M	0	0	4, 1, 0		0	4
31	31	1/4	1/4	6/8	2	1		IM65		B	I		IM65		I	M	65					MM7	0	0	4, 1, 5, 0		0	4
31	31	1/2	1/2	6/8	2	1		IM7		B	I		IM7		I	M	7					MM7	0	0	0, 4, 1, 5		0	0
32	32	0	0	6/8	2	1		vii%2		B	I		vii%2		vii	%	2					%7	0	0	3, 5, 2, -1		5	3
32	32	3/8	3/8	6/8	2	1		vii%43		B	I		vii%43		vii	%	43					%7	0	0	-1, 3, 5, 2		5	-1
34	34	0	0	6/8	2	1		I6		B	I		I6		I		6					M	0	0	4, 1, 0		0	4
36	36	0	0	6/8	2	1		vii%2		B	I		vii%2		vii	%	2					%7	0	0	3, 5, 2, -1		5	3
36	36	3/8	3/8	6/8	2	1		vii%43		B	I		vii%43		vii	%	43					%7	0	0	-1, 3, 5, 2		5	-1
38	38	0	0	6/8	2	1		viio65/V		B	I		viio65/V		vii	o	65		V			o7	0	0	3, 0, -3, 6		6	3
38	38	3/8	3/8	6/8	2	1		viio7/V		B	I		viio7/V		vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
40	40	0	0	6/8	2	1		bIII.I6		B	bIII		I6		I		6					M	0	0	4, 1, 0		0	4
41	41	0	0	6/8	2	1		V7(6)		B	bIII		V7(6)		V		7	6				Mm7	0	0	1, 5, 4, -1		1	1
41	41	1/8	1/8	6/8	2	1		V7		B	bIII		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
41	41	1/2	1/2	6/8	2	1		V7(9)		B	bIII		V7(9)		V		7	9				Mm7	0	0	1, 5, 2, -1	3	1	1
41	41	3/4	3/4	6/8	2	1		V7(6)		B	bIII		V7(6)		V		7	6				Mm7	0	0	1, 5, 4, -1		1	1
42	42	0	0	6/8	2	1		I|IAC}{		B	bIII		I		I					IAC	}{	M	0	0	0, 4, 1		0	0
42	42	3/8	3/8	6/8	2	1		I6		B	bIII		I6		I		6					M	0	0	4, 1, 0		0	4
44	44	0	0	6/8	2	1		I.I64		B	I		I64		I		64					M	0	0	1, 0, 4		0	1
44	44	3/8	3/8	6/8	2	1		I6		B	I		I6		I		6					M	0	0	4, 1, 0		0	4
45	45	0	0	2/4	2	1		V7(6+4)		B	I		V7(6+4)		V		7	6+4				Mm7	0	0	1, 5, 4, -1	0	1	1
45	45	1/8	1/8	2/4	2	1		V43		B	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
45	45	3/8	3/8	2/4	2	1		V2		B	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
45	45	15/32	15/32	2/4	2	1		V7(9)		B	I		V7(9)		V		7	9				Mm7	0	0	1, 5, 2, -1	3	1	1
45	45	45/64	45/64	2/4	2	1		V(6)		B	I		V(6)		V			6				M	0	0	1, 5, 4		1	1
46	46	0	0	2/4	2	1		I[I|IAC}{		B	I	I	I		I					IAC	}{	M	0	0	0, 4, 1		0	0
48	48	0	0	2/4	2	1		V7(6)		B	I	I	V7(6)		V		7	6				Mm7	0	0	1, 5, 4, -1		1	1
49	49	0	0	2/4	2	1		V7		B	I	I	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
50	50	0	0	2/4	2	1		IV6		B	I	I	IV6		IV		6					M	0	0	3, 0, -1		-1	3
51	51	0	0	2/4	2	1		V7(6)		B	I	I	V7(6)		V		7	6				Mm7	0	0	1, 5, 4, -1		1	1
51	51	3/8	3/8	2/4	2	1		V7		B	I	I	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
52	52	0	0	2/4	2	1		I]		B	I	I	I		I							M	0	0	0, 4, 1		0	0
54	54	0	0	2/4	2	1		V.I6		B	V		I6		I		6					M	0	0	4, 1, 0		0	4
56	56	0	0	2/4	2	1		ii7(9)		B	V		ii7(9)		ii		7	9				mm7	0	0	2, -1, 3, 0	4	2	2
57	57	0	0	2/4	2	1		ii7		B	V		ii7		ii		7					mm7	0	0	2, -1, 3, 0		2	2
58	58	0	0	2/4	2	1		ii65		B	V		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
59	59	0	0	2/4	2	1		ii7		B	V		ii7		ii		7					mm7	0	0	2, -1, 3, 0		2	2
60	60	0	0	2/4	2	1		V7(9)}		B	V		V7(9)		V		7	9			}	Mm7	0	0	1, 5, 2, -1	3	1	1
61	61	0	0	2/4	2	1		V7|HC		B	V		V7		V		7			HC		Mm7	0	0	1, 5, 2, -1		1	1
62	62	0	0	2/4	2	1		I{		B	V		I		I						{	M	0	0	0, 4, 1		0	0
63	63	0	0	2/4	2	1		#viio7/ii		B	V		#viio7/ii		#vii	o	7		ii			o7	0	0	7, 4, 1, -2		7	7
64	64	0	0	2/4	2	1		ii		B	V		ii		ii							m	0	0	2, -1, 3		2	2
64	64	1/4	1/4	2/4	2	1		V43(9)		B	V		V43(9)		V		43	9				Mm7	0	0	2, -1, 1, 5	3	1	2
66	66	0	0	2/4	2	1		I		B	V		I		I							M	0	0	0, 4, 1		0	0
67	67	0	0	2/4	2	1		#viio7/ii		B	V		#viio7/ii		#vii	o	7		ii			o7	0	0	7, 4, 1, -2		7	7
68	68	0	0	2/4	2	1		ii		B	V		ii		ii							m	0	0	2, -1, 3		2	2
68	68	1/4	1/4	2/4	2	1		V43(9)		B	V		V43(9)		V		43	9				Mm7	0	0	2, -1, 1, 5	3	1	2
70	70	0	0	2/4	2	1		I6		B	V		I6		I		6					M	0	0	4, 1, 0		0	4
71	71	0	0	2/4	2	1		V65/vi		B	V		V65/vi		V		65		vi			Mm7	0	0	8, 5, 2, 4		4	8
72	72	0	0	2/4	2	1		vi(4)		B	V		vi(4)		vi			4				m	0	0	3, 2, 4		3	3
72	72	1/4	1/4	2/4	2	1		vi		B	V		vi		vi							m	0	0	3, 0, 4		3	3
73	73	0	0	2/4	2	1		bI.iv6(9)		B	bI		iv6(9)		iv		6	9				m	0	0	-4, 0, -1	1	-1	-4
73	73	1/4	1/4	2/4	2	1		iv6		B	bI		iv6		iv		6					m	0	0	-4, 0, -1		-1	-4
74	74	0	0	2/4	2	1		V(64)		B	bI		V(64)		V			64				M	0	0	1, 0, 4		1	1
75	75	0	0	2/4	2	1		V(6)		B	bI		V(6)		V			6				M	0	0	1, 5, 4		1	1
75	75	1/4	1/4	2/4	2	1		V7(6)		B	bI		V7(6)		V		7	6				Mm7	0	0	1, 5, 4, -1		1	1
75	75	3/8	3/8	2/4	2	1		V7		B	bI		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
76	76	0	0	2/4	2	1		I|PAC}		B	bI		I		I					PAC	}	M	0	0	0, 4, 1		0	0
78	78	0	0	2/4	2	1		bvi.i{		B	bvi		i		i						{	m	0	1	0, -3, 1		0	0
79	79	0	0	2/4	2	1		#viio7/ii		B	bvi		#viio7/ii		#vii	o	7		ii			o7	0	1	7, 4, 1, -2		7	7
80	80	0	0	2/4	2	1		iio		B	bvi		iio		ii	o						o	0	1	2, -1, -4		2	2
80	80	1/4	1/4	2/4	2	1		V43(9)		B	bvi		V43(9)		V		43	9				Mm7	0	1	2, -1, 1, 5	-4	1	2
82	82	0	0	2/4	2	1		i		B	bvi		i		i							m	0	1	0, -3, 1		0	0
83	83	0	0	2/4	2	1		#viio7/ii		B	bvi		#viio7/ii		#vii	o	7		ii			o7	0	1	7, 4, 1, -2		7	7
84	84	0	0	2/4	2	1		iio		B	bvi		iio		ii	o						o	0	1	2, -1, -4		2	2
84	84	1/4	1/4	2/4	2	1		V43(9)		B	bvi		V43(9)		V		43	9				Mm7	0	1	2, -1, 1, 5	-4	1	2
86	86	0	0	2/4	2	1		i6		B	bvi		i6		i		6					m	0	1	-3, 1, 0		0	-3
87	87	0	0	2/4	2	1		#viio43/iv		B	bvi		#viio43/iv		#vii	o	43		iv			o7	0	1	-2, -5, 4, 1		4	-2
88	88	0	0	2/4	2	1		viio(+b4)/VII		B	bvi		viio(+b4)/VII		vii	o		+b4	VII			o	0	1	3, 0, -3	-5	3	3
90	90	0	0	2/4	2	1		v.i6		B	v		i6		i		6					m	0	1	-3, 1, 0		0	-3
91	91	0	0	2/4	2	1		viio2/bII		B	v		viio2/bII		vii	o	2		bII			o7	0	1	-9, 0, -3, -6		0	-9
92	92	0	0	2/4	2	1		viio7(+4)/bVII		B	v		viio7(+4)/bVII		vii	o	7	+4	bVII			o7	0	1	-4, -7, -10, -13	-5	-4	-4
94	94	0	0	2/4	2	1		bv.Ger6		B	bv		Ger6	Ger	vii	o	65	b3	V			Ger	0	1	-4, 0, -3, 6		6	-4
94	94	1/4	1/4	2/4	2	1		Ger6(+2)		B	bv		Ger6(+2)	Ger	vii	o	65	b3+2	V			Ger	0	1	-4, 0, -3, 6	1	6	-4
95	95	0	0	2/4	2	1		Ger6		B	bv		Ger6	Ger	vii	o	65	b3	V			Ger	0	1	-4, 0, -3, 6		6	-4
95	95	1/4	1/4	2/4	2	1		Ger6(+4)		B	bv		Ger6(+4)	Ger	vii	o	65	+4b3	V			Ger	0	1	-4, 0, -3, 6	5	6	-4
96	96	0	0	2/4	2	1		V[V7		B	bv	V	V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
96	96	1/4	1/4	2/4	2	1		V7(64)		B	bv	V	V7(64)		V		7	64				Mm7	0	1	1, 0, -3, -1		1	1
97	97	0	0	2/4	2	1		V(64)]		B	bv	V	V(64)		V			64				M	0	1	1, 0, -3		1	1
98	98	0	0	2/4	2	1		I.V2/V		B	I		V2/V		V		2		V			Mm7	0	0	0, 2, 6, 3		2	0
99	99	0	0	2/4	2	1		viio6/V		B	I		viio6/V		vii	o	6		V			o	0	0	3, 0, 6		6	3
99	99	1/4	1/4	2/4	2	1		V43(#7)/V		B	I		V43(#7)/V		V		43	#7	V			Mm7	0	0	3, 0, 7, 6		2	3
100	100	0	0	2/4	2	1		V[V7(6)		B	I	V	V7(6)		V		7	6				Mm7	0	0	1, 5, 4, -1		1	1
101	101	0	0	2/4	2	1		V7(+6)		B	I	V	V7(+6)		V		7	+6				Mm7	0	0	1, 5, 2, -1	4	1	1
102	102	0	0	2/4	2	1		#viio43(4)/ii		B	I	V	#viio43(4)/ii		#vii	o	43	4	ii			o7	0	0	1, -2, 7, -1		7	1
103	103	0	0	2/4	2	1		#viio43/ii		B	I	V	#viio43/ii		#vii	o	43		ii			o7	0	0	1, -2, 7, 4		7	1
104	104	0	0	2/4	2	1		vii%7		B	I	V	vii%7		vii	%	7					%7	0	0	5, 2, -1, 3		5	5
105	105	0	0	2/4	2	1		viio7]|HC}		B	I	V	viio7		vii	o	7			HC	}	o7	0	0	5, 2, -1, -4		5	5
107	107	7/16	7/16	2/4	2	1		V		B	I		V		V							M	0	0	1, 5, 2		1	1
108	108	0	0	2/4	2	1		I[I{		B	I	I	I		I						{	M	0	0	0, 4, 1		0	0
110	110	0	0	2/4	2	1		V(6)		B	I	I	V(6)		V			6				M	0	0	1, 5, 4		1	1
111	111	0	0	2/4	2	1		V7		B	I	I	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
112	112	0	0	2/4	2	1		IV6		B	I	I	IV6		IV		6					M	0	0	3, 0, -1		-1	3
113	113	0	0	2/4	2	1		V(6)		B	I	I	V(6)		V			6				M	0	0	1, 5, 4		1	1
113	113	3/8	3/8	2/4	2	1		V7		B	I	I	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
114	114	0	0	2/4	2	1		I]		B	I	I	I		I							M	0	0	0, 4, 1		0	0
116	116	0	0	2/4	2	1		V.I6		B	V		I6		I		6					M	0	0	4, 1, 0		0	4
118	118	0	0	2/4	2	1		ii7(9)		B	V		ii7(9)		ii		7	9				mm7	0	0	2, -1, 3, 0	4	2	2
119	119	0	0	2/4	2	1		ii7		B	V		ii7		ii		7					mm7	0	0	2, -1, 3, 0		2	2
120	120	0	0	2/4	2	1		ii65		B	V		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
121	121	0	0	2/4	2	1		ii7		B	V		ii7		ii		7					mm7	0	0	2, -1, 3, 0		2	2
122	122	0	0	2/4	2	1		V7(9)}		B	V		V7(9)		V		7	9			}	Mm7	0	0	1, 5, 2, -1	3	1	1
123	123	0	0	2/4	2	1		V7|HC		B	V		V7		V		7			HC		Mm7	0	0	1, 5, 2, -1		1	1
124	124	0	0	2/4	2	1		I{		B	V		I		I						{	M	0	0	0, 4, 1		0	0
125	125	0	0	2/4	2	1		#viio7/ii		B	V		#viio7/ii		#vii	o	7		ii			o7	0	0	7, 4, 1, -2		7	7
126	126	0	0	2/4	2	1		ii		B	V		ii		ii							m	0	0	2, -1, 3		2	2
126	126	1/4	1/4	2/4	2	1		V43(9)		B	V		V43(9)		V		43	9				Mm7	0	0	2, -1, 1, 5	3	1	2
128	128	0	0	2/4	2	1		I		B	V		I		I							M	0	0	0, 4, 1		0	0
129	129	0	0	2/4	2	1		#viio7/ii		B	V		#viio7/ii		#vii	o	7		ii			o7	0	0	7, 4, 1, -2		7	7
130	130	0	0	2/4	2	1		ii		B	V		ii		ii							m	0	0	2, -1, 3		2	2
130	130	1/4	1/4	2/4	2	1		V43(9)		B	V		V43(9)		V		43	9				Mm7	0	0	2, -1, 1, 5	3	1	2
132	132	0	0	2/4	2	1		biii.V		B	biii		V		V							M	0	1	1, 5, 2		1	1
133	133	0	0	2/4	2	1		V6		B	biii		V6		V		6					M	0	1	5, 2, 1		1	5
134	134	0	0	2/4	2	1		i(4)		B	biii		i(4)		i			4				m	0	1	0, -1, 1		0	0
134	134	1/4	1/4	2/4	2	1		i		B	biii		i		i							m	0	1	0, -3, 1		0	0
135	135	0	0	2/4	2	1		i6(9)		B	biii		i6(9)		i		6	9				m	0	1	-3, 1, 0	2	0	-3
135	135	1/4	1/4	2/4	2	1		i6		B	biii		i6		i		6					m	0	1	-3, 1, 0		0	-3
136	136	0	0	2/4	2	1		iv(4)		B	biii		iv(4)		iv			4				m	0	1	-1, -2, 0		-1	-1
136	136	1/8	1/8	2/4	2	1		iv		B	biii		iv		iv							m	0	1	-1, -4, 0		-1	-1
136	136	3/8	3/8	2/4	2	1		i		B	biii		i		i							m	0	1	0, -3, 1		0	0
137	137	0	0	2/4	2	1		iv6(9)		B	biii		iv6(9)		iv		6	9				m	0	1	-4, 0, -1	1	-1	-4
137	137	1/4	1/4	2/4	2	1		iv6	bV.ii6	B	biii		iv6		iv		6					m	0	1	-4, 0, -1		-1	-4
138	138	0	0	2/4	2	1		I64(13)		B	biii		I64(13)		I		64	13				M	0	1	1, 0, 4	-4	0	1
139	139	0	0	2/4	2	1		I64		B	biii		I64		I		64					M	0	1	1, 0, 4		0	1
140	140	0	0	2/4	2	1		I.V7/bbVI		B	I		V7/bbVI		V		7		bbVI			Mm7	0	0	-10, -6, -9, -12		-10	-10
141	141	0	0	2/4	2	1		viio43/bVII		B	I		viio43/bVII		vii	o	43		bVII			o7	0	0	-3, -6, 3, 0		3	-3
142	142	0	0	2/4	2	1		vi64(13)		B	I		vi64(13)		vi		64	13				m	0	0	4, 3, 0	-1	3	4
143	143	0	0	2/4	2	1		vi64		B	I		vi64		vi		64					m	0	0	4, 3, 0		3	4
144	144	0	0	2/4	2	1		V7(4)/vi		B	I		V7(4)/vi		V		7	4	vi			Mm7	0	0	4, 3, 5, 2		4	4
145	145	0	0	2/4	2	1		vii%43		B	I		vii%43		vii	%	43					%7	0	0	-1, 3, 5, 2		5	-1
145	145	7/16	7/16	2/4	2	1		viio43		B	I		viio43		vii	o	43					o7	0	0	-1, -4, 5, 2		5	-1
146	146	0	0	2/4	2	1		bi64(b13)		B	I		bi64(b13)		bi		64	b13				m	0	0	-6, -7, -10	-4	-7	-6
147	147	0	0	2/4	2	1		bii%43		B	I		bii%43		bii	%	43					%7	0	0	-11, -7, -5, -8		-5	-11
148	148	0	0	2/4	2	1		bii64		B	I		bii64		bii		64					m	0	0	-4, -5, -8		-5	-4
149	149	0	0	2/4	2	1		V7(#4)/ii		B	I		V7(#4)/ii		V		7	#4	ii			Mm7	0	0	3, 7, 9, 1		3	3
149	149	7/16	7/16	2/4	2	1		V7/ii		B	I		V7/ii		V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
150	150	0	0	2/4	2	1		#viio2(4)/ii		B	I		#viio2(4)/ii		#vii	o	2	4	ii			o7	0	0	-2, 7, -1, 1		7	-2
150	150	1/4	1/4	2/4	2	1		#viio2/ii		B	I		#viio2/ii		#vii	o	2		ii			o7	0	0	-2, 7, 4, 1		7	-2
151	151	0	0	2/4	2	1		#viio7/ii		B	I		#viio7/ii		#vii	o	7		ii			o7	0	0	7, 4, 1, -2		7	7
151	151	1/4	1/4	2/4	2	1		V65/ii		B	I		V65/ii		V		65		ii			Mm7	0	0	7, 4, 1, 3		3	7
152	152	0	0	2/4	2	1		ii(4)		B	I		ii(4)		ii			4				m	0	0	2, 1, 3		2	2
152	152	1/4	1/4	2/4	2	1		ii		B	I		ii		ii							m	0	0	2, -1, 3		2	2
153	153	0	0	2/4	2	1		ii6(9)		B	I		ii6(9)		ii		6	9				m	0	0	-1, 3, 2	4	2	-1
153	153	1/4	1/4	2/4	2	1		ii6		B	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
154	154	0	0	2/4	2	1		V65(b9)/V		B	I		V65(b9)/V		V		65	b9	V			Mm7	0	0	6, 3, 0, 2	-3	2	6
155	155	0	0	2/4	2	1		V[V(64)		B	I	V	V(64)		V			64				M	0	0	1, 0, 4		1	1
156	156	0	0	2/4	2	1		viio2(#2)/V		B	I	V	viio2(#2)/V		vii	o	2	#2	V			o7	0	0	-3, 6, 8, 0		6	-3
156	156	15/32	15/32	2/4	2	1		viio2/V		B	I	V	viio2/V		vii	o	2		V			o7	0	0	-3, 6, 3, 0		6	-3
157	157	0	0	2/4	2	1		ii7		B	I	V	ii7		ii		7					mm7	0	0	2, -1, 3, 0		2	2
158	158	0	0	2/4	2	1		V		B	I	V	V		V							M	0	0	1, 5, 2		1	1
158	158	1/8	1/8	2/4	2	1		V7(9)		B	I	V	V7(9)		V		7	9				Mm7	0	0	1, 5, 2, -1	3	1	1
158	158	3/8	3/8	2/4	2	1		V7		B	I	V	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
159	159	0	0	2/4	2	1		V(64)		B	I	V	V(64)		V			64				M	0	0	1, 0, 4		1	1
160	160	0	0	2/4	2	1		viio2(#2)/V		B	I	V	viio2(#2)/V		vii	o	2	#2	V			o7	0	0	-3, 6, 8, 0		6	-3
160	160	15/32	15/32	2/4	2	1		viio2/V		B	I	V	viio2/V		vii	o	2		V			o7	0	0	-3, 6, 3, 0		6	-3
161	161	0	0	2/4	2	1		ii7		B	I	V	ii7		ii		7					mm7	0	0	2, -1, 3, 0		2	2
162	162	0	0	2/4	2	1		V]|HC}		B	I	V	V		V					HC	}	M	0	0	1, 5, 2		1	1
163	163	0	0	2/4	2	1		vii%65{		B	I		vii%65		vii	%	65				{	%7	0	0	2, -1, 3, 5		5	2
164	164	0	0	2/4	2	1		V		B	I		V		V							M	0	0	1, 5, 2		1	1
165	165	0	0	2/4	2	1		I6		B	I		I6		I		6					M	0	0	4, 1, 0		0	4
166	166	0	0	2/4	2	1		V		B	I		V		V							M	0	0	1, 5, 2		1	1
167	167	0	0	2/4	2	1		vii%65		B	I		vii%65		vii	%	65					%7	0	0	2, -1, 3, 5		5	2
168	168	0	0	2/4	2	1		I		B	I		I		I							M	0	0	0, 4, 1		0	0
169	169	0	0	2/4	2	1		V7/IV		B	I		V7/IV		V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
170	170	0	0	2/4	2	1		I		B	I		I		I							M	0	0	0, 4, 1		0	0
171	171	0	0	2/4	2	1		bVI6		B	I		bVI6		bVI		6					M	0	0	0, -3, -4		-4	0
172	172	0	0	2/4	2	1		IV		B	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
173	173	0	0	2/4	2	1		ii2		B	I		ii2		ii		2					mm7	0	0	0, 2, -1, 3		2	0
174	174	0	0	2/4	2	1		IV		B	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
175	175	0	0	2/4	2	1		ii2		B	I		ii2		ii		2					mm7	0	0	0, 2, -1, 3		2	0
179	179	1/4	1/4	2/4	2	1		ii65		B	I		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
180	180	0	0	2/4	2	1		V(64)		B	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
181	181	0	0	2/4	2	1		V7(6)		B	I		V7(6)		V		7	6				Mm7	0	0	1, 5, 4, -1		1	1
181	181	1/2	1/2	2/4	2	1		V7		B	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
182	182	0	0	2/4	2	1		I|IAC}		B	I		I		I					IAC	}	M	0	0	0, 4, 1		0	0
183	183	0	0	2/4	2	1		I64		B	I		I64		I		64					M	0	0	1, 0, 4		0	1
184	184	0	0	2/4	2	1		I		B	I		I		I							M	0	0	0, 4, 1		0	0
185	185	0	0	2/4	2	1		I64		B	I		I64		I		64					M	0	0	1, 0, 4		0	1
186	186	0	0	2/4	2	1		I		B	I		I		I							M	0	0	0, 4, 1		0	0
