mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	pedalend	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
53	50	0	0	4/4	2	1	Fr6(2)					e	i		Fr6(2)	Fr	V		43	b52	V				Fr	1	1	0, 4, 8, 10		6	0	3.0	2.0	0.6	0.625	0.25	0.7142857142857143
53	50	1/4	1/4	4/4	2	1	Fr6					e	i		Fr6	Fr	V		43	b5	V				Fr	1	1	0, 4, 6, 10		6	0	0.0	8.0	0.0	0.0	1.25	0.0
53	50	1/2	1/2	4/4	2	1	ii%43					e	i		ii%43		ii	%	43						%7	1	1	0, 4, 6, 3		6	0	2.0	5.0	0.2857142857142857	0.5	1.25	0.2857142857142857
54	51	0	0	4/4	2	1	bV.I64					e	bV		I64		I		64						M	1	0	-1, -2, 2		-2	-1	7.0	4.0	0.6363636363636364	3.5	1.5	0.7
55	52	0	0	4/4	2	1	IV					e	bV		IV		IV								M	1	0	-3, 1, -2		-3	-3	3.0	1.0	0.75	1.375	0.25	0.8461538461538461
55	52	1/4	1/4	4/4	2	1	iio					e	bV		iio		ii	o							o	1	0	0, -3, -6		0	0	2.0	0.0	1.0	0.375	0.0	1.0
55	52	1/2	1/2	4/4	2	1	V7					e	bV		V7		V		7						Mm7	1	0	-1, 3, 0, -3		-1	-1	3.0	2.0	0.6	0.75	0.25	0.75
56	53	0	0	4/4	2	1	I64					e	bV		I64		I		64						M	1	0	-1, -2, 2		-2	-1	7.0	4.0	0.6363636363636364	3.5	1.5	0.7
57	54	0	0	4/4	2	1	IV					e	bV		IV		IV								M	1	0	-3, 1, -2		-3	-3	3.0	1.0	0.75	1.375	0.25	0.8461538461538461
57	54	1/4	1/4	4/4	2	1	iio					e	bV		iio		ii	o							o	1	0	0, -3, -6		0	0	2.0	0.0	1.0	0.375	0.0	1.0
57	54	1/2	1/2	4/4	2	1	V7					e	bV		V7		V		7						Mm7	1	0	-1, 3, 0, -3		-1	-1	3.0	2.0	0.6	0.75	0.25	0.75
58	55	0	0	4/4	2	1	V.I64					e	V		I64		I		64						M	1	0	6, 5, 9		5	6	8.0	9.0	0.47058823529411764	1.25	3.75	0.25
59	56	0	0	4/4	2	1	viio65(#74)					e	V		viio65(#74)		vii	o	65	#74					o7	1	0	9, 4, 1, 8		10	9	1.0	3.0	0.25	1.0	1.5	0.4
59	56	1/4	1/4	4/4	2	1	viio65					e	V		viio65		vii	o	65						o7	1	0	7, 4, 1, 10		10	7	0.0	2.0	0.0	0.0	0.375	0.0
59	56	1/2	1/2	4/4	2	1	V7					e	V		V7		V		7						Mm7	1	0	6, 10, 7, 4		6	6	2.0	3.0	0.4	0.25	0.75	0.25
60	57	0	0	4/4	2	1	I64					e	V		I64		I		64						M	1	0	6, 5, 9		5	6	8.0	9.0	0.47058823529411764	1.25	3.75	0.25
61	58	0	0	4/4	2	1	viio65(#74)					e	V		viio65(#74)		vii	o	65	#74					o7	1	0	9, 4, 1, 8		10	9	1.0	3.0	0.25	1.0	1.5	0.4
61	58	1/4	1/4	4/4	2	1	viio65					e	V		viio65		vii	o	65						o7	1	0	7, 4, 1, 10		10	7	0.0	2.0	0.0	0.0	0.375	0.0
61	58	1/2	1/2	4/4	2	1	V7|HC}					e	V		V7		V		7				HC	}	Mm7	1	0	6, 10, 7, 4		6	6	2.0	3.0	0.4	0.25	0.75	0.25
62	59	3/4	3/4	4/4	2	1	bv.Ger6					e	bv		Ger6	Ger	vii	o	65	b3	V				Ger	1	1	-6, -2, -5, 4		4	-6	0.0	4.0	0.0	0.0	1.0	0.0
63	60	0	0	4/4	2	1	V(64)					e	bv		V(64)		V			64					M	1	1	-1, -2, -5		-1	-1	0.0	5.0	0.0	0.0	2.25	0.0
63	60	1/2	1/2	4/4	2	1	#viio43(4)					e	bv		#viio43(4)		#vii	o	43	4					o7	1	1	-3, -6, 3, -5		3	-3	0.0	4.0	0.0	0.0	2.0	0.0
63	60	3/4	3/4	4/4	2	1	#viio43					e	bv		#viio43		#vii	o	43						o7	1	1	-3, -6, 3, 0		3	-3	0.0	1.0	0.0	0.0	0.25	0.0
64	61	0	0	4/4	2	1	i6(9#7)					e	bv		i6(9#7)		i		6	9#7					m	1	1	-5, -1, 3	0	-2	-5	0.0	5.0	0.0	0.0	5.0	0.0
65	62	0	0	4/4	2	1	i6					e	bv		i6		i		6						m	1	1	-5, -1, -2		-2	-5	0.0	4.0	0.0	0.0	1.0	0.0
65	62	3/4	3/4	4/4	2	1	bii.Ger6	-5.90909	-9.45455	/		e	bii		Ger6	Ger	vii	o	65	b3	V				Ger	1	1	-5, -1, -4, 5		5	-5	0.0	5.0	0.0	0.0	1.25	0.0
66	63	0	0	4/4	2	1	V(64)					e	bii		V(64)		V			64					M	1	1	0, -1, -4		0	0	0.0	6.0	0.0	0.0	2.75	0.0
66	63	1/2	1/2	4/4	2	1	#viio43(4)					e	bii		#viio43(4)		#vii	o	43	4					o7	1	1	-2, -5, 4, -4		4	-2	0.0	4.0	0.0	0.0	2.0	0.0
66	63	3/4	3/4	4/4	2	1	#viio43					e	bii		#viio43		#vii	o	43						o7	1	1	-2, -5, 4, 1		4	-2	0.0	1.0	0.0	0.0	0.25	0.0
67	64	0	0	4/4	2	1	i6(9#7)					e	bii		i6(9#7)		i		6	9#7					m	1	1	-4, 0, 4	1	-1	-4	0.0	6.0	0.0	0.0	6.0	0.0
68	65	0	0	4/4	2	1	i6					e	bii		i6		i		6						m	1	1	-4, 0, -1		-1	-4	0.0	5.0	0.0	0.0	1.25	0.0
68	65	3/4	3/4	4/4	2	1	i.vi64					e	i		vi64		vi		64						m	1	1	1, 0, -3		0	1	0.0	5.0	0.0	0.0	1.25	0.0
69	66	1/4	1/4	4/4	2	1	#viio65					e	i		#viio65		#vii	o	65						o7	1	1	6, 3, 0, 9		9	6	0.0	5.0	0.0	0.0	1.25	0.0
69	66	3/4	3/4	4/4	2	1	V7					e	i		V7		V		7						Mm7	1	1	5, 9, 6, 3		5	5	0.0	5.0	0.0	0.0	1.25	0.0
70	67	0	0	4/4	2	1	i[i					e	i	i	i		i								m	1	1	4, 1, 5		4	4	0.0	5.0	0.0	0.0	2.5	0.0
70	67	1/2	1/2	4/4	2	1	#viio7/iv					e	i		#viio7/iv		#vii	o	7		iv				o7	1	1	8, 5, 2, -1		8	8	1.0	5.0	0.16666666666666666	0.5	2.0	0.2
71	68	0	0	4/4	2	1	bII6(4)					e	i		bII6(4)		bII		6	4					M	1	1	5, 0, -1		-1	5	2.0	3.0	0.4	1.0	1.125	0.47058823529411764
71	68	1/8	1/8	4/4	2	1	bII6					e	i		bII6		bII		6						M	1	1	3, 0, -1		-1	3	1.0	1.0	0.5	0.125	0.25	0.3333333333333333
71	68	1/2	1/2	4/4	2	1	Ger7					e	i		Ger7	Ger	vii	o	7	b3	V				Ger	1	1	10, 0, 4, 1		10	10	4.0	4.0	0.5	1.3125	1.1875	0.525
72	69	0	0	4/4	2	1	i(6)				VI6	e	i		i(6)		i			6					m	1	1	4, 1, 0		4	4	0.0	4.0	0.0	0.0	1.75	0.0
72	69	1/4	1/4	4/4	2	1	i					e	i		i		i								m	1	1	4, 1, 5		4	4	0.0	1.0	0.0	0.0	0.25	0.0
72	69	1/2	1/2	4/4	2	1	#viio43/iv					e	i		#viio43/iv		#vii	o	43		iv				o7	1	1	2, -1, 8, 5		8	2	1.0	5.0	0.16666666666666666	0.5	2.0	0.2
73	70	0	0	4/4	2	1	bII64(4)					e	i		bII64(4)		bII		64	4					M	1	1	0, -1, 5		-1	0	1.0	3.0	0.25	0.5	1.125	0.3076923076923077
73	70	1/8	1/8	4/4	2	1	bII64					e	i		bII64		bII		64						M	1	1	0, -1, 3		-1	0	1.0	1.0	0.5	0.125	0.25	0.3333333333333333
73	70	1/2	1/2	4/4	2	1	Ger7					e	i		Ger7	Ger	vii	o	7	b3	V				Ger	1	1	10, 0, 4, 1		10	10	3.0	4.0	0.42857142857142855	0.75	1.25	0.375
74	71	0	0	4/4	2	1	Ger6					e	i		Ger6	Ger	vii	o	65	b3	V				Ger	1	1	0, 4, 1, 10		10	0	3.0	3.0	0.5	1.75	1.0	0.6363636363636364
74	71	1/2	1/2	4/4	2	1	#viio2					e	i		#viio2		#vii	o	2						o7	1	1	0, 9, 6, 3		9	0	0.0	2.0	0.0	0.0	0.25	0.0
74	71	3/4	3/4	4/4	2	1	iv					e	i		iv		iv								m	1	1	3, 0, 4		3	3	1.0	4.0	0.2	0.125	0.875	0.125
75	72	0	0	4/4	2	1	i(6+4)					e	i		i(6+4)		i			6+4					m	1	1	4, 1, 0	3	4	4	0.0	7.0	0.0	0.0	7.0	0.0
76	73	0	0	4/4	2	1	i|PC}					e	i		i		i						PC	}	m	1	1	4, 1, 5		4	4	0.0	18.0	0.0	0.0	2.25	0.0
78	74	0	3/4	4/4	2	1	VI.V					e	VI		V		V								M	1	0	1, 5, 2		1	1	0.0	1.0	0.0	0.0	0.25	0.0
79	75	0	0	4/4	2	1	I{					e	VI		I		I							{	M	1	0	0, 4, 1		0	0	0.0	7.0	0.0	0.0	1.0	0.0
79	75	1/4	1/4	4/4	2	1	I(9)					e	VI		I(9)		I			9					M	1	0	0, 4, 1	2	0	0	0.0	13.0	0.0	0.0	2.0	0.0
79	75	3/4	3/4	4/4	2	1	I					e	VI		I		I								M	1	0	0, 4, 1		0	0	0.0	7.0	0.0	0.0	1.0	0.0
80	76	0	0	4/4	2	1	vi					e	VI		vi		vi								m	1	0	3, 0, 4		3	3	0.0	7.0	0.0	0.0	1.0	0.0
80	76	1/4	1/4	4/4	2	1	vi(9)					e	VI		vi(9)		vi			9					m	1	0	3, 0, 4	5	3	3	0.0	13.0	0.0	0.0	2.0	0.0
80	76	3/4	3/4	4/4	2	1	vi					e	VI		vi		vi								m	1	0	3, 0, 4		3	3	0.0	7.0	0.0	0.0	1.0	0.0
81	77	0	0	4/4	2	1	viio7/V					e	VI		viio7/V		vii	o	7		V				o7	1	0	6, 3, 0, -3		6	6	0.0	13.0	0.0	0.0	2.0	0.0
81	77	1/2	1/2	4/4	2	1	V(#7)					e	VI		V(#7)		V			#7					M	1	0	1, 5, 2	6	1	1	0.0	10.0	0.0	0.0	1.5	0.0
81	77	7/8	7/8	4/4	2	1	V					e	VI		V		V								M	1	0	1, 5, 2		1	1	0.0	4.0	0.0	0.0	0.5	0.0
82	78	0	0	4/4	2	1	viio7(#0)					e	VI		viio7(#0)		vii	o	7	#0					o7	1	0	5, 2, -1, -4		5	5	4.0	10.0	0.2857142857142857	0.5	1.75	0.2222222222222222
82	78	1/2	1/2	4/4	2	1	viio7					e	VI		viio7		vii	o	7						o7	1	0	5, 2, -1, -4		5	5	0.0	6.0	0.0	0.0	0.75	0.0
82	78	3/4	3/4	4/4	2	1	V65					e	VI		V65		V		65						Mm7	1	0	5, 2, -1, 1		1	5	0.0	7.0	0.0	0.0	1.0	0.0
83	79	0	0	4/4	2	1	I					e	VI		I		I								M	1	0	0, 4, 1		0	0	0.0	7.0	0.0	0.0	1.0	0.0
83	79	1/4	1/4	4/4	2	1	I(9)					e	VI		I(9)		I			9					M	1	0	0, 4, 1	2	0	0	0.0	13.0	0.0	0.0	2.0	0.0
83	79	3/4	3/4	4/4	2	1	I					e	VI		I		I								M	1	0	0, 4, 1		0	0	0.0	7.0	0.0	0.0	1.0	0.0
84	80	0	0	4/4	2	1	vi					e	VI		vi		vi								m	1	0	3, 0, 4		3	3	0.0	7.0	0.0	0.0	1.0	0.0
84	80	1/4	1/4	4/4	2	1	vi(9)					e	VI		vi(9)		vi			9					m	1	0	3, 0, 4	5	3	3	0.0	13.0	0.0	0.0	2.0	0.0
84	80	3/4	3/4	4/4	2	1	vi					e	VI		vi		vi								m	1	0	3, 0, 4		3	3	0.0	7.0	0.0	0.0	1.0	0.0
85	81	0	0	4/4	2	1	iv.V43/V					e	iv		V43/V		V		43		V				Mm7	1	1	6, 3, 5, 9		5	6	0.0	14.0	0.0	0.0	2.5	0.0
85	81	1/2	1/2	4/4	2	1	Fr6					e	iv		Fr6	Fr	V		43	b5	V				Fr	1	1	-1, 3, 5, 9		5	-1	0.0	20.0	0.0	0.0	3.0	0.0
86	82	0	0	4/4	2	1	V(4)					e	iv		V(4)		V			4					M	1	1	4, 3, 5		4	4	0.0	36.0	0.0	0.0	6.0	0.0
87	83	0	0	4/4	2	1	V65(b5)/V					e	iv		V65(b5)/V		V		65	b5	V				Mm7	1	1	9, -1, 3, 5		5	9	0.0	18.0	0.0	0.0	3.0	0.0
87	83	1/2	1/2	4/4	2	1	ii65					e	iv		ii65		ii		65						mm7	1	1	2, 6, 3, 5		5	2	0.0	14.0	0.0	0.0	2.25	0.0
87	83	7/8	7/8	4/4	2	1	I.V7(+6)/V					e	I		V7(+6)/V		V		7	+6	V				Mm7	1	0	6, 10, 7, 4	9	6	6	5.0	1.0	0.8333333333333334	0.625	0.125	0.8333333333333334
88	84	0	0	4/4	2	1	V[V7/V					e	I	V	V7/V		V		7		V				Mm7	1	0	6, 10, 7, 4		6	6	10.0	2.0	0.8333333333333334	1.5	0.25	0.8571428571428571
88	84	1/4	1/4	4/4	2	1	V+(#7)/V					e	I		V+(#7)/V		V	+		#7	V				+	1	0	6, 10, 14	11	6	6	7.0	4.0	0.6363636363636364	1.0	0.5	0.6666666666666666
88	84	1/2	1/2	4/4	2	1	V(9)					e	I		V(9)		V			9					M	1	0	5, 9, 6	7	5	5	9.0	2.0	0.8181818181818182	1.25	0.25	0.8333333333333334
88	84	3/4	3/4	4/4	2	1	V7(#5)]					e	I		V7(#5)		V		7	#5		]			Mm7	1	0	5, 9, 13, 3		5	5	6.0	5.0	0.5454545454545454	0.75	0.75	0.5
89	85	0	0	4/4	2	1	I|IAC}{					e	I		I		I						IAC	}{	M	1	0	4, 8, 5		4	4	4.0	3.0	0.5714285714285714	0.75	0.625	0.5454545454545454
89	85	1/4	1/4	4/4	2	1	I(9)					e	I		I(9)		I			9					M	1	0	4, 8, 5	6	4	4	13.0	7.0	0.65	2.375	0.875	0.7307692307692307
89	85	3/4	3/4	4/4	2	1	I					e	I		I		I								M	1	0	4, 8, 5		4	4	7.0	3.0	0.7	1.125	0.375	0.75
90	86	0	0	4/4	2	1	vi					e	I		vi		vi								m	1	0	7, 4, 8		7	7	5.0	2.0	0.7142857142857143	1.125	0.25	0.8181818181818182
90	86	1/4	1/4	4/4	2	1	vi(9)					e	I		vi(9)		vi			9					m	1	0	7, 4, 8	9	7	7	9.0	11.0	0.45	1.875	1.375	0.5769230769230769
90	86	3/4	3/4	4/4	2	1	vi					e	I		vi		vi								m	1	0	7, 4, 8		7	7	5.0	5.0	0.5	0.875	0.625	0.5833333333333334
91	87	0	0	4/4	2	1	viio7/V					e	I		viio7/V		vii	o	7		V				o7	1	0	10, 7, 4, 1		10	10	19.0	0.0	1.0	3.375	0.0	1.0
91	87	1/2	1/2	4/4	2	1	V(#7)					e	I		V(#7)		V			#7					M	1	0	5, 9, 6	10	5	5	8.0	6.0	0.5714285714285714	1.25	1.25	0.5
91	87	7/8	7/8	4/4	2	1	V					e	I		V		V								M	1	0	5, 9, 6		5	5	4.0	1.0	0.8	0.5	0.125	0.8
92	88	0	0	4/4	2	1	viio7(#0)					e	I		viio7(#0)		vii	o	7	#0					o7	1	0	9, 6, 3, 0		9	9	17.0	0.0	1.0	3.375	0.0	1.0
92	88	1/2	1/2	4/4	2	1	viio7					e	I		viio7		vii	o	7						o7	1	0	9, 6, 3, 0		9	9	9.0	0.0	1.0	1.375	0.0	1.0
92	88	3/4	3/4	4/4	2	1	V65					e	I		V65		V		65						Mm7	1	0	9, 6, 3, 5		5	9	10.0	0.0	1.0	1.5	0.0	1.0
93	89	0	0	4/4	2	1	I					e	I		I		I								M	1	0	4, 8, 5		4	4	4.0	3.0	0.5714285714285714	0.75	0.625	0.5454545454545454
93	89	1/4	1/4	4/4	2	1	I(9)					e	I		I(9)		I			9					M	1	0	4, 8, 5	6	4	4	13.0	7.0	0.65	2.375	0.875	0.7307692307692307
93	89	3/4	3/4	4/4	2	1	I					e	I		I		I								M	1	0	4, 8, 5		4	4	7.0	3.0	0.7	1.125	0.375	0.75
94	90	0	0	4/4	2	1	vi					e	I		vi		vi								m	1	0	7, 4, 8		7	7	5.0	2.0	0.7142857142857143	1.125	0.25	0.8181818181818182
94	90	1/4	1/4	4/4	2	1	vi(9)					e	I		vi(9)		vi			9					m	1	0	7, 4, 8	9	7	7	9.0	11.0	0.45	1.875	1.375	0.5769230769230769
94	90	3/4	3/4	4/4	2	1	vi					e	I		vi		vi								m	1	0	7, 4, 8		7	7	5.0	5.0	0.5	0.875	0.625	0.5833333333333334
95	91	0	0	4/4	2	1	IV.V43/V					e	IV		V43/V		V		43		V				Mm7	1	0	6, 3, 5, 9		5	6	0.0	22.0	0.0	0.0	4.625	0.0
95	91	1/2	1/2	4/4	2	1	Fr6					e	IV		Fr6	Fr	V		43	b5	V				Fr	1	0	-1, 3, 5, 9		5	-1	0.0	25.0	0.0	0.0	4.625	0.0
96	92	0	0	4/4	2	1	V(64)					e	IV		V(64)		V			64					M	1	0	4, 3, 7		4	4	0.0	39.0	0.0	0.0	9.25	0.0
97	93	0	0	4/4	2	1	V7(6)					e	IV		V7(6)		V		7	6					Mm7	1	0	4, 8, 7, 2		4	4	0.0	11.0	0.0	0.0	2.75	0.0
97	93	1/4	1/4	4/4	2	1	V7					e	IV		V7		V		7						Mm7	1	0	4, 8, 5, 2		4	4	0.0	13.0	0.0	0.0	2.25	0.0
97	93	1/2	1/2	4/4	2	1	V7(6)					e	IV		V7(6)		V		7	6					Mm7	1	0	4, 8, 7, 2		4	4	0.0	17.0	0.0	0.0	3.375	0.0
97	93	7/8	7/8	4/4	2	1	V7					e	IV		V7		V		7						Mm7	1	0	4, 8, 5, 2		4	4	0.0	5.0	0.0	0.0	0.625	0.0
98	94	0	0	4/4	2	1	I|IAC}					e	IV		I		I						IAC	}	M	1	0	3, 7, 4		3	3	0.0	25.0	0.0	0.0	5.75	0.0
98	94	3/4	3/4	4/4	2	1	I{					e	IV		I		I							{	M	1	0	3, 7, 4		3	3	0.0	3.0	0.0	0.0	0.5	0.0
99	95	0	0	4/4	2	1	vi7					e	IV		vi7		vi		7						mm7	1	0	6, 3, 7, 4		6	6	0.0	3.0	0.0	0.0	0.5	0.0
99	95	1/4	1/4	4/4	2	1	viio6/V					e	IV		viio6/V		vii	o	6		V				o	1	0	6, 3, 9		9	6	0.0	7.0	0.0	0.0	1.25	0.0
99	95	3/4	3/4	4/4	2	1	IV6					e	IV		IV6		IV		6						M	1	0	6, 3, 2		2	6	0.0	3.0	0.0	0.0	0.5	0.0
100	96	0	0	4/4	2	1	I64(4)					e	IV		I64(4)		I		64	4					M	1	0	4, 3, 2		3	4	0.0	3.0	0.0	0.0	0.5	0.0
100	96	1/4	1/4	4/4	2	1	I64(#2)					e	IV		I64(#2)		I		64	#2					M	1	0	4, 3, 12		3	4	0.0	7.0	0.0	0.0	1.25	0.0
100	96	3/4	3/4	4/4	2	1	I64					e	IV		I64		I		64						M	1	0	4, 3, 7		3	4	0.0	3.0	0.0	0.0	0.5	0.0
101	97	0	0	4/4	2	1	V65(6)/V					e	IV		V65(6)/V		V		65	6	V				Mm7	1	0	9, 8, 3, 5		5	9	0.0	4.0	0.0	0.0	0.625	0.0
101	97	1/4	1/4	4/4	2	1	V65/V					e	IV		V65/V		V		65		V				Mm7	1	0	9, 6, 3, 5		5	9	0.0	7.0	0.0	0.0	1.0	0.0
101	97	1/2	1/2	4/4	2	1	viio43					e	IV		viio43		vii	o	43						o7	1	0	2, -1, 8, 5		8	2	0.0	7.0	0.0	0.0	1.125	0.0
101	97	7/8	7/8	4/4	2	1	V2					e	IV		V2		V		2						Mm7	1	0	2, 4, 8, 5		4	2	0.0	4.0	0.0	0.0	0.5	0.0
102	98	0	0	4/4	2	1	I6					e	IV		I6		I		6						M	1	0	7, 4, 3		3	7	0.0	11.0	0.0	0.0	2.0	0.0
102	98	3/4	3/4	4/4	2	1	I					e	IV		I		I								M	1	0	3, 7, 4		3	3	0.0	6.0	0.0	0.0	1.0	0.0
103	99	0	0	4/4	2	1	vi7					e	IV		vi7		vi		7						mm7	1	0	6, 3, 7, 4		6	6	0.0	6.0	0.0	0.0	1.25	0.0
103	99	1/4	1/4	4/4	2	1	viio6/V					e	IV		viio6/V		vii	o	6		V				o	1	0	6, 3, 9		9	6	0.0	15.0	0.0	0.0	2.25	0.0
103	99	3/4	3/4	4/4	2	1	IV6					e	IV		IV6		IV		6						M	1	0	6, 3, 2		2	6	0.0	5.0	0.0	0.0	0.75	0.0
104	100	0	0	4/4	2	1	I64(4)					e	IV		I64(4)		I		64	4					M	1	0	4, 3, 2		3	4	0.0	6.0	0.0	0.0	1.25	0.0
104	100	1/4	1/4	4/4	2	1	I64(#2)					e	IV		I64(#2)		I		64	#2					M	1	0	4, 3, 12		3	4	0.0	15.0	0.0	0.0	2.25	0.0
104	100	3/4	3/4	4/4	2	1	I64					e	IV		I64		I		64						M	1	0	4, 3, 7		3	4	0.0	5.0	0.0	0.0	0.75	0.0
105	101	0	0	4/4	2	1	#vi.ii%7(+4)					e	#vi		ii%7(+4)		ii	%	7	+4					%7	1	1	9, 6, 3, 7	8	9	9	0.0	7.0	0.0	0.0	1.375	0.0
105	101	1/4	1/4	4/4	2	1	ii%7					e	#vi		ii%7		ii	%	7						%7	1	1	9, 6, 3, 7		9	9	0.0	9.0	0.0	0.0	1.25	0.0
105	101	1/2	1/2	4/4	2	1	#viio43(4)					e	#vi		#viio43(4)		#vii	o	43	4					o7	1	1	6, 3, 12, 4		12	6	0.0	12.0	0.0	0.0	2.125	0.0
105	101	7/8	7/8	4/4	2	1	#viio43	-2.36364	-9.45455	/		e	#vi		#viio43		#vii	o	43						o7	1	1	6, 3, 12, 9		12	6	0.0	6.0	0.0	0.0	0.75	0.0
106	102	0	0	4/4	2	1	i(9#7)					e	#vi		i(9#7)		i			9#7					m	1	1	7, 4, 8	9, 12	7	7	0.0	22.0	0.0	0.0	3.75	0.0
106	102	5/8	5/8	4/4	2	1	i6(9)					e	#vi		i6(9)		i		6	9					m	1	1	4, 8, 7	9	7	4	0.0	5.0	0.0	0.0	0.625	0.0
106	102	3/4	3/4	4/4	2	1	i64					e	#vi		i64		i		64						m	1	1	8, 7, 4		7	8	0.0	4.0	0.0	0.0	0.75	0.0
107	103	0	0	4/4	2	1	VIM7					e	#vi		VIM7		VI	M	7						MM7	1	1	3, 7, 4, 8		3	3	0.0	3.0	0.0	0.0	0.5	0.0
