mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	minDistance	offset	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	1/4	1/4	6/4	2	1	E.V{					E	I		V	V						{	M	0	0	5, 9, 6		5	5	0	1	0.0	0.0	0.25	0.0
1	1	1/2	1/2	6/4	2	1	ii					E	I		ii	ii							m	0	0	6, 3, 7		6	6	0	2	0.0	0.0	0.5	0.0
1	1	1	1	6/4	2	1	vi					E	I		vi	vi							m	0	0	7, 4, 8		7	7	0	3	0.0	0.0	0.75	0.0
2	2	1/4	1/4	6/4	2	1	I6					E	I		I6	I		6					M	0	0	8, 5, 4		4	8	1	1	0.5	0.375	0.125	0.75
2	2	3/4	3/4	6/4	2	1	V					E	I		V	V							M	0	0	5, 9, 6		5	5	0	3	0.0	0.0	1.5	0.0
3	3	1/4	1/4	6/4	2	1	V7					E	I		V7	V		7					Mm7	0	0	5, 9, 6, 3		5	5	2	5	0.2857142857142857	0.25	2.25	0.1
3	3	3/4	3/4	6/4	2	1	V(64)					E	I		V(64)	V			64				M	0	0	5, 4, 8		5	5	0	4	0.0	0.0	1.5	0.0
4	4	1/4	1/4	6/4	2	1	V7(64)					E	I		V7(64)	V		7	64				Mm7	0	0	5, 4, 8, 3		5	5	0	5	0.0	0.0	2.25	0.0
4	4	5/8	5/8	6/4	2	1	V7					E	I		V7	V		7					Mm7	0	0	5, 9, 6, 3		5	5	0	2	0.0	0.0	0.25	0.0
4	4	3/4	3/4	6/4	2	1	V7|HC}					E	I		V7	V		7			HC	}	Mm7	0	0	5, 9, 6, 3		5	5	0	2	0.0	0.0	0.5	0.0
5	5	1/4	1/4	6/4	2	1	V{					E	I		V	V						{	M	0	0	5, 9, 6		5	5	0	2	0.0	0.0	0.5	0.0
5	5	1/2	1/2	6/4	2	1	ii					E	I		ii	ii							m	0	0	6, 3, 7		6	6	0	4	0.0	0.0	1.0	0.0
5	5	1	1	6/4	2	1	vi					E	I		vi	vi							m	0	0	7, 4, 8		7	7	0	6	0.0	0.0	1.5	0.0
6	6	1/4	1/4	6/4	2	1	V6					E	I		V6	V		6					M	0	0	9, 6, 5		5	9	2	2	0.5	0.25	0.75	0.25
6	6	3/4	3/4	6/4	2	1	V	8.03466	3.91203	0.42208	/	E	I		V	V							M	0	0	5, 9, 6		5	5	0	4	0.0	0.0	1.0	0.0
6	6	5/4	5/4	6/4	2	1	V7/iii	0.206061	3.91203		/	E	I		V7/iii	V		7		iii			Mm7	0	0	9, 13, 10, 7		9	9	2	8	0.2	0.25	3.75	0.0625
7	7	3/4	3/4	6/4	2	1	V7(64)/iii					E	I		V7(64)/iii	V		7	64	iii			Mm7	0	0	9, 8, 5, 7		9	9	0	6	0.0	0.0	2.5	0.0
8	8	1/4	1/4	6/4	2	1	V7(64)/iii					E	I		V7(64)/iii	V		7	64	iii			Mm7	0	0	9, 8, 5, 7		9	9	0	4	0.0	0.0	1.75	0.0
8	8	5/8	5/8	6/4	2	1	V7/iii					E	I		V7/iii	V		7		iii			Mm7	0	0	9, 13, 10, 7		9	9	0	2	0.0	0.0	0.25	0.0
8	8	3/4	3/4	6/4	2	1	V7/iii|HC}					E	I		V7/iii	V		7		iii	HC	}	Mm7	0	0	9, 13, 10, 7		9	9	0	2	0.0	0.0	0.5	0.0
9	9	0	0	6/4	2	1	III{					E	I		III	III						{	M	0	0	8, 12, 9		8	8	0	28	0.0	0.0	11.875	0.0
10	10	1/2	1/2	6/4	2	1	III(+#6)					E	I		III(+#6)	III			+#6				M	0	0	8, 12, 9	11	8	8	0	9	0.0	0.0	2.125	0.0
11	11	0	0	6/4	2	1	ii					E	I		ii	ii							m	0	0	6, 3, 7		6	6	0	28	0.0	0.0	11.875	0.0
12	12	1/2	1/2	6/4	2	1	ii6(+9)					E	I		ii6(+9)	ii		6	+9				m	0	0	3, 7, 6	8	6	3	0	9	0.0	0.0	2.125	0.0
13	13	0	0	6/4	2	1	i					E	I		i	i							m	0	0	4, 1, 5		4	4	0	18	0.0	0.0	5.75	0.0
14	14	0	0	6/4	2	1	bVI6	0	4.71295	-4.85644	/	E	I		bVI6	bVI		6					M	0	0	4, 1, 0		0	4	0	18	0.0	0.0	5.75	0.0
15	15	0	0	6/4	2	1	bV6					E	I		bV6	bV		6					M	0	0	2, -1, -2		-2	2	0	11	0.0	0.0	4.5	0.0
15	15	3/4	3/4	6/4	2	1	bbVII6					E	I		bbVII6	bbVII		6					M	0	0	-1, -4, -5		-5	-1	0	16	0.0	0.0	5.25	0.0
16	16	1/2	1/2	6/4	2	1	bbVII(+9+6)					E	I		bbVII(+9+6)	bbVII			+9+6				M	0	0	-5, -1, -4	4, 5	-5	-5	2	7	0.2222222222222222	0.5	1.375	0.26666666666666666
17	17	0	0	6/4	2	1	bIV6					E	I		bIV6	bIV		6					M	0	0	0, -3, -4		-4	0	0	11	0.0	0.0	4.5	0.0
17	17	3/4	3/4	6/4	2	1	V6					E	I		V6	V		6					M	0	0	9, 6, 5		5	9	0	16	0.0	0.0	5.25	0.0
18	18	1/2	1/2	6/4	2	1	V(+9+6)					E	I		V(+9+6)	V			+9+6				M	0	0	5, 9, 6	7, 8	5	5	0	9	0.0	0.0	1.875	0.0
19	19	0	0	6/4	2	1	V43(+9+6)					E	I		V43(+9+6)	V		43	+9+6				Mm7	0	0	6, 3, 5, 9	7, 8	5	6	0	19	0.0	0.0	5.75	0.0
20	20	0	0	6/4	2	1	IV6					E	I		IV6	IV		6					M	0	0	7, 4, 3		3	7	1	10	0.09090909090909091	0.25	4.25	0.05555555555555555
20	20	3/4	3/4	6/4	2	1	ii7(+9)					E	I		ii7(+9)	ii		7	+9				mm7	0	0	6, 3, 7, 4	8	6	6	0	9	0.0	0.0	1.5	0.0
21	21	0	0	6/4	2	1	V7(+9+6)					E	I		V7(+9+6)	V		7	+9+6				Mm7	0	0	5, 9, 6, 3	7, 8	5	5	0	19	0.0	0.0	5.75	0.0
22	22	0	0	6/4	2	1	IV6					E	I		IV6	IV		6					M	0	0	7, 4, 3		3	7	1	10	0.09090909090909091	0.25	4.25	0.05555555555555555
22	22	3/4	3/4	6/4	2	1	ii7(+9)					E	I		ii7(+9)	ii		7	+9				mm7	0	0	6, 3, 7, 4	8	6	6	0	9	0.0	0.0	1.5	0.0
23	23	0	0	6/4	2	1	V7(+9)					E	I		V7(+9)	V		7	+9				Mm7	0	0	5, 9, 6, 3	7	5	5	0	10	0.0	0.0	2.75	0.0
23	23	3/4	3/4	6/4	2	1	ii7(+9)					E	I		ii7(+9)	ii		7	+9				mm7	0	0	6, 3, 7, 4	8	6	6	0	11	0.0	0.0	3.0	0.0
24	24	0	0	6/4	2	1	V7(+9)					E	I		V7(+9)	V		7	+9				Mm7	0	0	5, 9, 6, 3	7	5	5	0	13	0.0	0.0	3.5	0.0
24	24	3/4	3/4	6/4	2	1	ii7(+9)					E	I		ii7(+9)	ii		7	+9				mm7	0	0	6, 3, 7, 4	8	6	6	0	14	0.0	0.0	3.75	0.0
25	25	0	0	6/4	2	1	V7(+9)					E	I		V7(+9)	V		7	+9				Mm7	0	0	5, 9, 6, 3	7	5	5	0	12	0.0	0.0	3.25	0.0
25	25	3/4	3/4	6/4	2	1	ii7(+9)					E	I		ii7(+9)	ii		7	+9				mm7	0	0	6, 3, 7, 4	8	6	6	0	14	0.0	0.0	3.75	0.0
26	26	0	0	6/4	2	1	V7(+9)					E	I		V7(+9)	V		7	+9				Mm7	0	0	5, 9, 6, 3	7	5	5	0	12	0.0	0.0	3.25	0.0
26	26	3/4	3/4	6/4	2	1	ii7(+9)					E	I		ii7(+9)	ii		7	+9				mm7	0	0	6, 3, 7, 4	8	6	6	0	14	0.0	0.0	3.75	0.0
27	27	0	0	4/4	2	1	V7(2)					E	I		V7(2)	V		7	2				Mm7	0	0	7, 9, 6, 3		5	7	0	6	0.0	0.0	1.5	0.0
27	27	1/4	1/4	4/4	2	1	V					E	I		V	V							M	0	0	5, 9, 6		5	5	0	2	0.0	0.0	0.5	0.0
27	27	1/2	1/2	4/4	2	1	ii					E	I		ii	ii							m	0	0	6, 3, 7		6	6	0	6	0.0	0.0	2.0	0.0
28	28	1/2	1/2	4/4	2	1	I6					E	I		I6	I		6					M	0	0	8, 5, 4		4	8	0	2	0.0	0.0	1.0	0.0
29	29	0	0	6/4	2	1	I}					E	I		I	I						}	M	0	0	4, 8, 5		4	4	0	2	0.0	0.0	2.0	0.0
30	30	1/4	1/4	6/4	2	1	I[I{					E	I	I	I	I						{	M	0	0	4, 8, 5		4	4	2	5	0.2857142857142857	0.25	2.25	0.1
30	30	3/4	3/4	6/4	2	1	V7					E	I	I	V7	V		7					Mm7	0	0	5, 9, 6, 3		5	5	1	3	0.25	0.125	0.875	0.125
31	31	0	0	6/4	2	1	ii					E	I	I	ii	ii							m	0	0	6, 3, 7		6	6	0	1	0.0	0.0	0.25	0.0
31	31	1/4	1/4	6/4	2	1	V7					E	I	I	V7	V		7					Mm7	0	0	5, 9, 6, 3		5	5	3	4	0.42857142857142855	0.75	1.75	0.3
31	31	3/4	3/4	6/4	2	1	I]					E	I	I	I	I							M	0	0	4, 8, 5		4	4	1	3	0.25	0.125	0.875	0.125
32	32	0	0	6/4	2	1	I6					E	I		I6	I		6					M	0	0	8, 5, 4		4	8	0	3	0.0	0.0	1.25	0.0
32	32	1/2	1/2	6/4	2	1	ii7					E	I		ii7	ii		7					mm7	0	0	6, 3, 7, 4		6	6	0	2	0.0	0.0	0.5	0.0
32	32	3/4	3/4	6/4	2	1	IV					E	I		IV	IV							M	0	0	3, 7, 4		3	3	0	3	0.0	0.0	1.25	0.0
32	32	1	1	6/4	2	1	IV6					E	I		IV6	IV		6					M	0	0	7, 4, 3		3	7	0	2	0.0	0.0	0.5	0.0
32	32	5/4	5/4	6/4	2	1	V(+4)					E	I		V(+4)	V			+4				M	0	0	5, 9, 6	4	5	5	0	2	0.0	0.0	0.5	0.0
33	33	0	0	6/4	2	1	IV					E	I		IV	IV							M	0	0	3, 7, 4		3	3	0	3	0.0	0.0	1.75	0.0
33	33	1/4	1/4	6/4	2	1	ii6					E	I		ii6	ii		6					m	0	0	3, 7, 6		6	3	0	2	0.0	0.0	0.5	0.0
33	33	3/4	3/4	6/4	2	1	I6					E	I		I6	I		6					M	0	0	8, 5, 4		4	8	0	3	0.0	0.0	0.75	0.0
34	34	1/4	1/4	6/4	2	1	I[I					E	I	I	I	I							M	0	0	4, 8, 5		4	4	2	5	0.2857142857142857	0.25	2.25	0.1
34	34	3/4	3/4	6/4	2	1	V7					E	I	I	V7	V		7					Mm7	0	0	5, 9, 6, 3		5	5	1	3	0.25	0.125	0.875	0.125
35	35	0	0	6/4	2	1	ii					E	I	I	ii	ii							m	0	0	6, 3, 7		6	6	0	1	0.0	0.0	0.25	0.0
35	35	1/4	1/4	6/4	2	1	V7					E	I	I	V7	V		7					Mm7	0	0	5, 9, 6, 3		5	5	3	4	0.42857142857142855	0.75	1.75	0.3
35	35	3/4	3/4	6/4	2	1	I]					E	I	I	I	I							M	0	0	4, 8, 5		4	4	1	3	0.25	0.125	0.875	0.125
36	36	0	0	6/4	2	1	I6					E	I		I6	I		6					M	0	0	8, 5, 4		4	8	0	3	0.0	0.0	1.25	0.0
36	36	1/2	1/2	6/4	2	1	V.V7					E	V		V7	V		7					Mm7	0	0	6, 10, 7, 4		6	6	0	2	0.0	0.0	0.5	0.0
36	36	3/4	3/4	6/4	2	1	viio					E	V		viio	vii	o						o	0	0	10, 7, 4		10	10	0	3	0.0	0.0	0.75	0.0
36	36	1	1	6/4	2	1	ii					E	V		ii	ii							m	0	0	7, 4, 8		7	7	0	3	0.0	0.0	1.0	0.0
36	36	5/4	5/4	6/4	2	1	I6(64)					E	V		I6(64)	I		6	64				M	0	0	4, 8, 5		5	4	1	0	1.0	0.25	0.0	1.0
36	36	11/8	11/8	6/4	2	1	I6					E	V		I6	I		6					M	0	0	9, 6, 5		5	9	0	2	0.0	0.0	0.25	0.0
37	37	0	0	6/4	2	1	V7(#2)					E	V		V7(#2)	V		7	#2				Mm7	0	0	6, 15, 7, 4		6	6	1	3	0.25	0.5	2.25	0.18181818181818182
37	37	1/2	1/2	6/4	2	1	V7					E	V		V7	V		7					Mm7	0	0	6, 10, 7, 4		6	6	0	1	0.0	0.0	0.25	0.0
37	37	3/4	3/4	6/4	2	1	I|PAC}					E	V		I	I					PAC	}	M	0	0	5, 9, 6		5	5	0	4	0.0	0.0	1.0	0.0
38	38	0	0	6/4	2	1	bIII.I[I{					E	bIII	I	I	I						{	M	0	0	1, 5, 2		1	1	0	19	0.0	0.0	9.75	0.0
39	39	0	0	6/4	2	1	V7(6)					E	bIII	I	V7(6)	V		7	6				Mm7	0	0	2, 6, 5, 0		2	2	2	7	0.2222222222222222	1.0	4.25	0.19047619047619047
40	40	0	0	6/4	2	1	IV					E	bIII	I	IV	IV							M	0	0	0, 4, 1		0	0	3	16	0.15789473684210525	1.5	8.25	0.15384615384615385
41	41	0	0	6/4	2	1	V7					E	bIII	I	V7	V		7					Mm7	0	0	2, 6, 3, 0		2	2	5	21	0.19230769230769232	3.25	14.75	0.18055555555555555
43	43	0	0	6/4	2	1	V7/IV					E	bIII	I	V7/IV	V		7		IV			Mm7	0	0	1, 5, 2, -1		1	1	1	8	0.1111111111111111	0.25	8.75	0.027777777777777776
44	44	0	0	6/4	2	1	IV6(9)					E	bIII	I	IV6(9)	IV		6	9				M	0	0	4, 1, 0	2	0	4	0	6	0.0	0.0	4.5	0.0
44	44	3/4	3/4	6/4	2	1	IV6					E	bIII	I	IV6	IV		6					M	0	0	4, 1, 0		0	4	0	5	0.0	0.0	2.5	0.0
44	44	5/4	5/4	6/4	2	1	bVII.ii%7]					E	bVII	IV	ii%7	ii	%	7					%7	0	0	4, 1, -2, 2		4	4	0	4	0.0	0.0	1.0	0.0
45	45	0	0	6/4	2	1	V[V7(b9)					E	bVII	V	V7(b9)	V		7	b9				Mm7	0	0	3, 7, 4, 1	-2	3	3	0	5	0.0	0.0	3.75	0.0
45	45	3/4	3/4	6/4	2	1	V7					E	bVII	V	V7	V		7					Mm7	0	0	3, 7, 4, 1		3	3	0	10	0.0	0.0	3.75	0.0
46	46	0	0	6/4	2	1	I6(+9+6)					E	bVII	V	I6(+9+6)	I		6	+9+6				M	0	0	6, 3, 2	4, 5	2	6	0	8	0.0	0.0	6.0	0.0
47	47	0	0	6/4	2	1	V7(9)					E	bVII	V	V7(9)	V		7	9				Mm7	0	0	3, 7, 4, 1	5	3	3	0	5	0.0	0.0	3.75	0.0
47	47	3/4	3/4	6/4	2	1	V7					E	bVII	V	V7	V		7					Mm7	0	0	3, 7, 4, 1		3	3	0	10	0.0	0.0	3.75	0.0
48	48	0	0	6/4	2	1	I6(+6)					E	bVII	V	I6(+6)	I		6	+6				M	0	0	6, 3, 2	5	2	6	0	8	0.0	0.0	6.0	0.0
49	49	0	0	6/4	2	1	V7(+4)					E	bVII	V	V7(+4)	V		7	+4				Mm7	0	0	3, 7, 4, 1	2	3	3	0	5	0.0	0.0	2.5	0.0
49	49	1/2	1/2	6/4	2	1	V7(94)					E	bVII	V	V7(94)	V		7	94				Mm7	0	0	3, 2, 4, 1	5	3	3	0	5	0.0	0.0	1.25	0.0
49	49	3/4	3/4	6/4	2	1	V7(4)					E	bVII	V	V7(4)	V		7	4				Mm7	0	0	3, 2, 4, 1		3	3	0	4	0.0	0.0	1.0	0.0
49	49	1	1	6/4	2	1	V7(9)					E	bVII	V	V7(9)	V		7	9				Mm7	0	0	3, 7, 4, 1	5	3	3	0	5	0.0	0.0	1.25	0.0
49	49	5/4	5/4	6/4	2	1	V7]					E	bVII	V	V7	V		7					Mm7	0	0	3, 7, 4, 1		3	3	0	5	0.0	0.0	1.25	0.0
50	50	0	0	6/4	2	1	bIII.V7(9)					E	bIII		V7(9)	V		7	9				Mm7	0	0	2, 6, 3, 0	4	2	2	0	5	0.0	0.0	6.5	0.0
50	50	1/2	1/2	6/4	2	1	V7					E	bIII		V7	V		7					Mm7	0	0	2, 6, 3, 0		2	2	0	7	0.0	0.0	1.75	0.0
51	51	3/4	3/4	6/4	2	1	V7(9)					E	bIII		V7(9)	V		7	9				Mm7	0	0	2, 6, 3, 0	4	2	2	0	1	0.0	0.0	0.5	0.0
51	51	5/4	5/4	6/4	2	1	V7					E	bIII		V7	V		7					Mm7	0	0	2, 6, 3, 0		2	2	0	1	0.0	0.0	0.25	0.0
52	52	0	0	6/4	2	1	I[I|IAC}{					E	bIII	I	I	I					IAC	}{	M	0	0	1, 5, 2		1	1	0	19	0.0	0.0	8.25	0.0
53	53	0	0	6/4	2	1	V7(6)					E	bIII	I	V7(6)	V		7	6				Mm7	0	0	2, 6, 5, 0		2	2	2	12	0.14285714285714285	0.5	7.25	0.06451612903225806
54	54	0	0	6/4	2	1	IV					E	bIII	I	IV	IV							M	0	0	0, 4, 1		0	0	2	17	0.10526315789473684	0.75	7.5	0.09090909090909091
55	55	0	0	6/4	2	1	I(4)					E	bIII	I	I(4)	I			4				M	0	0	1, 0, 2		1	1	0	11	0.0	0.0	5.75	0.0
55	55	1	1	6/4	2	1	I					E	bIII	I	I	I							M	0	0	1, 5, 2		1	1	1	1	0.5	0.25	0.25	0.5
56	56	0	0	6/4	2	1	V7					E	bIII	I	V7	V		7					Mm7	0	0	2, 6, 3, 0		2	2	2	16	0.1111111111111111	1.5	12.0	0.1111111111111111
57	57	0	0	6/4	2	1	bvi.#viio43]					E	bvi	V	#viio43	#vii	o	43					o7	0	1	-1, -4, 5, 2		5	-1	2	7	0.2222222222222222	1.75	7.25	0.19444444444444445
58	58	0	0	6/4	2	1	i6(9)					E	bvi		i6(9)	i		6	9				m	0	1	-3, 1, 0	2	0	-3	1	5	0.16666666666666666	0.25	2.75	0.08333333333333333
58	58	3/4	3/4	6/4	2	1	i6(#4)					E	bvi		i6(#4)	i		6	#4				m	0	1	-3, 6, 0		0	-3	1	3	0.25	0.5	1.25	0.2857142857142857
58	58	1	1	6/4	2	1	i6					E	bvi		i6	i		6					m	0	1	-3, 1, 0		0	-3	0	1	0.0	0.0	0.25	0.0
58	58	5/4	5/4	6/4	2	1	bV.IVM7					E	bV		IVM7	IV	M	7					MM7	0	0	-3, 1, -2, 2		-3	-3	0	3	0.0	0.0	0.75	0.0
59	59	0	0	6/4	2	1	V7(4)					E	bV		V7(4)	V		7	4				Mm7	0	0	-1, -2, 0, -3		-1	-1	1	4	0.2	0.25	2.25	0.1
59	59	1/2	1/2	6/4	2	1	V7					E	bV		V7	V		7					Mm7	0	0	-1, 3, 0, -3		-1	-1	0	2	0.0	0.0	0.5	0.0
59	59	3/4	3/4	6/4	2	1	vii%65(#2)					E	bV		vii%65(#2)	vii	%	65	#2				%7	0	0	5, -3, 1, 3		3	5	0	4	0.0	0.0	2.25	0.0
59	59	1	1	6/4	2	1	vii%65					E	bV		vii%65	vii	%	65					%7	0	0	0, -3, 1, 3		3	0	0	1	0.0	0.0	0.25	0.0
59	59	5/4	5/4	6/4	2	1	V43(#5)					E	bV		V43(#5)	V		43	#5				Mm7	0	0	7, -3, -1, 3		-1	7	0	2	0.0	0.0	0.5	0.0
60	60	0	0	6/4	2	1	I|IAC}{					E	bV		I	I					IAC	}{	M	0	0	-2, 2, -1		-2	-2	0	7	0.0	0.0	8.25	0.0
61	61	0	0	6/4	2	1	V65					E	bV		V65	V		65					Mm7	0	0	3, 0, -3, -1		-1	3	0	8	0.0	0.0	9.0	0.0
62	62	0	0	6/4	2	1	bbVII.V(+964)					E	bbVII		V(+964)	V			+964				M	0	0	-4, -5, -1	-2	-4	-4	1	9	0.1	0.375	8.375	0.04285714285714286
