mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	15/32	15/32	2/4	2	1	eb.#viio2{		eb	i		#viio2		#vii	o	2				{	o7	1	1	-7, 2, -1, -4		2.0	-7.0	2	17	0.10526315789473684	0.0625	0.46875	0.11764705882352941
2	2	1/4	1/4	2/4	2	1	#viio43		eb	i		#viio43		#vii	o	43					o7	1	1	-4, -7, 2, -1		2.0	-4.0	1	25	0.038461538461538464	0.03125	0.59375	0.05
3	3	0	0	2/4	2	1	i6(#7)		eb	i		i6(#7)		i		6	#7				m	1	1	-6, -2, 2		-3.0	-6.0	0	25	0.0	0.0	0.75	0.0
3	3	3/8	3/8	2/4	2	1	i6		eb	i		i6		i		6					m	1	1	-6, -2, -3		-3.0	-6.0	0	1	0.0	0.0	0.125	0.0
4	4	0	0	2/4	2	1	viio2(4)/V		eb	i		viio2(4)/V		vii	o	2	4	V			o7	1	1	-6, 3, 2, -3		3.0	-6.0	1	14	0.06666666666666667	0.21875	0.21875	0.5
4	4	7/32	7/32	2/4	2	1	viio2/V		eb	i		viio2/V		vii	o	2		V			o7	1	1	-6, 3, 0, -3		3.0	-6.0	0	3	0.0	0.0	0.0625	0.0
4	4	1/4	1/4	2/4	2	1	Ger43		eb	i		Ger43	Ger	vii	o	43	b3	V			Ger	1	1	-3, -6, 3, -7		3.0	-3.0	1	25	0.038461538461538464	0.03125	0.59375	0.05
5	5	0	0	2/4	2	1	V6(#7)		eb	i		V6(#7)		V		6	#7				M	1	1	2, -1, 3		-2.0	2.0	0	25	0.0	0.0	0.75	0.0
5	5	3/8	3/8	2/4	2	1	V6		eb	i		V6		V		6					M	1	1	2, -1, -2		-2.0	2.0	0	1	0.0	0.0	0.125	0.0
6	6	0	0	2/4	2	1	#viio2		eb	i		#viio2		#vii	o	2					o7	1	1	-7, 2, -1, -4		2.0	-7.0	1	17	0.05555555555555555	0.03125	0.46875	0.0625
6	6	1/4	1/4	2/4	2	1	#viio43		eb	i		#viio43		#vii	o	43					o7	1	1	-4, -7, 2, -1		2.0	-4.0	1	25	0.038461538461538464	0.03125	0.59375	0.05
7	7	0	0	2/4	2	1	i6(#7)		eb	i		i6(#7)		i		6	#7				m	1	1	-6, -2, 2		-3.0	-6.0	0	25	0.0	0.0	0.75	0.0
7	7	3/8	3/8	2/4	2	1	i6		eb	i		i6		i		6					m	1	1	-6, -2, -3		-3.0	-6.0	0	1	0.0	0.0	0.125	0.0
8	8	0	0	2/4	2	1	viio2(4)/V		eb	i		viio2(4)/V		vii	o	2	4	V			o7	1	1	-6, 3, 2, -3		3.0	-6.0	1	14	0.06666666666666667	0.21875	0.21875	0.5
8	8	7/32	7/32	2/4	2	1	viio2/V		eb	i		viio2/V		vii	o	2		V			o7	1	1	-6, 3, 0, -3		3.0	-6.0	0	3	0.0	0.0	0.0625	0.0
8	8	1/4	1/4	2/4	2	1	Ger43		eb	i		Ger43	Ger	vii	o	43	b3	V			Ger	1	1	-3, -6, 3, -7		3.0	-3.0	1	25	0.038461538461538464	0.03125	0.59375	0.05
9	9	0	0	2/4	2	1	V6(#7)		eb	i		V6(#7)		V		6	#7				M	1	1	2, -1, 3		-2.0	2.0	0	25	0.0	0.0	0.75	0.0
9	9	3/8	3/8	2/4	2	1	V6		eb	i		V6		V		6					M	1	1	2, -1, -2		-2.0	2.0	0	1	0.0	0.0	0.125	0.0
10	10	0	0	2/4	2	1	iv6	It6	eb	i		iv6		iv		6					m	1	1	-7, -3, -4		-4.0	-7.0	0	34	0.0	0.0	0.75	0.0
11	11	7/16	7/16	2/4	2	1	i		eb	i		i		i							m	1	1	-3, -6, -2		-3.0	-3.0	2	27	0.06896551724137931	0.0625	0.875	0.06666666666666667
13	13	0	0	2/4	2	1	i6		eb	i		i6		i		6					m	1	1	-6, -2, -3		-3.0	-6.0	3	27	0.1	0.10416666666666667	0.7083333333333334	0.12820512820512822
14	14	0	0	2/4	2	1	i64		eb	i		i64		i		64					m	1	1	-2, -3, -6		-3.0	-2.0	1	11	0.08333333333333333	0.03125	0.375	0.07692307692307693
14	14	1/4	1/4	2/4	2	1	i(#0)		eb	i		i(#0)		i			#0				m	1	1	-3, -6, -2		-3.0	-3.0	1	10	0.09090909090909091	0.21875	0.15625	0.5833333333333334
14	14	15/32	15/32	2/4	2	1	i		eb	i		i		i							m	1	1	-3, -6, -2		-3.0	-3.0	0	1	0.0	0.0	0.03125	0.0
15	15	0	0	2/4	2	1	V/III		eb	i		V/III		V				III			M	1	1	-5, -1, -4		-5.0	-5.0	1	25	0.038461538461538464	0.03125	0.59375	0.05
15	15	1/4	1/4	2/4	2	1	III6		eb	i		III6		III		6					M	1	1	-2, -5, -6		-6.0	-2.0	0	50	0.0	0.0	1.0	0.0
16	16	1/4	1/4	2/4	2	1	III6(4)		eb	i		III6(4)		III		6	4				M	1	1	-7, -5, -6		-6.0	-7.0	7	14	0.3333333333333333	0.09375	0.375	0.2
16	16	7/16	7/16	2/4	2	1	III6		eb	i		III6		III		6					M	1	1	-2, -5, -6		-6.0	-2.0	0	7	0.0	0.0	0.15625	0.0
17	17	0	0	2/4	2	1	V7		eb	i		V7		V		7					Mm7	1	1	-2, 2, -1, -4		-2.0	-2.0	1	27	0.03571428571428571	0.020833333333333332	0.6041666666666666	0.03333333333333333
17	17	1/4	1/4	2/4	2	1	#viio6		eb	i		#viio6		#vii	o	6					o	1	1	-1, -4, 2		2.0	-1.0	1	52	0.018867924528301886	0.08333333333333333	1.1666666666666667	0.06666666666666667
19	19	0	0	2/4	2	1	i64		eb	i		i64		i		64					m	1	1	-2, -3, -6		-3.0	-2.0	2	51	0.03773584905660377	0.125	1.125	0.1
20	20	0	0	2/4	2	1	i		eb	i		i		i							m	1	1	-3, -6, -2		-3.0	-3.0	3	13	0.1875	0.375	0.3125	0.5454545454545454
21	21	0	0	2/4	2	1	Ger6(2)		eb	i		Ger6(2)	Ger	vii	o	65	b32	V			Ger	1	1	-7, -3, -6, -2		3.0	-7.0	0	25	0.0	0.0	0.8125	0.0
21	21	1/4	1/4	2/4	2	1	Fr6		eb	i		Fr6	Fr	V		43	b5	V			Fr	1	1	-7, -3, -1, 3		-1.0	-7.0	0	25	0.0	0.0	0.4375	0.0
22	22	0	0	2/4	2	1	V|HC}		eb	i		V		V					HC	}	M	1	1	-2, 2, -1		-2.0	-2.0	0	37	0.0	0.0	0.8125	0.0
22	22	15/32	15/32	2/4	2	1	#viio2{		eb	i		#viio2		#vii	o	2				{	o7	1	1	-7, 2, -1, -4		2.0	-7.0	2	17	0.10526315789473684	0.0625	0.46875	0.11764705882352941
23	23	1/4	1/4	2/4	2	1	#viio43		eb	i		#viio43		#vii	o	43					o7	1	1	-4, -7, 2, -1		2.0	-4.0	1	25	0.038461538461538464	0.03125	0.59375	0.05
24	24	0	0	2/4	2	1	i6(#7)		eb	i		i6(#7)		i		6	#7				m	1	1	-6, -2, 2		-3.0	-6.0	0	25	0.0	0.0	0.75	0.0
24	24	3/8	3/8	2/4	2	1	i6		eb	i		i6		i		6					m	1	1	-6, -2, -3		-3.0	-6.0	0	1	0.0	0.0	0.125	0.0
25	25	0	0	2/4	2	1	viio2(4)/V		eb	i		viio2(4)/V		vii	o	2	4	V			o7	1	1	-6, 3, 2, -3		3.0	-6.0	1	14	0.06666666666666667	0.21875	0.21875	0.5
25	25	7/32	7/32	2/4	2	1	viio2/V		eb	i		viio2/V		vii	o	2		V			o7	1	1	-6, 3, 0, -3		3.0	-6.0	0	3	0.0	0.0	0.0625	0.0
25	25	1/4	1/4	2/4	2	1	Ger43		eb	i		Ger43	Ger	vii	o	43	b3	V			Ger	1	1	-3, -6, 3, -7		3.0	-3.0	1	25	0.038461538461538464	0.03125	0.59375	0.05
26	26	0	0	2/4	2	1	V6(#7)		eb	i		V6(#7)		V		6	#7				M	1	1	2, -1, 3		-2.0	2.0	0	25	0.0	0.0	0.75	0.0
26	26	3/8	3/8	2/4	2	1	V6		eb	i		V6		V		6					M	1	1	2, -1, -2		-2.0	2.0	0	1	0.0	0.0	0.125	0.0
27	27	0	0	2/4	2	1	#viio2		eb	i		#viio2		#vii	o	2					o7	1	1	-7, 2, -1, -4		2.0	-7.0	1	17	0.05555555555555555	0.03125	0.46875	0.0625
27	27	1/4	1/4	2/4	2	1	#viio43		eb	i		#viio43		#vii	o	43					o7	1	1	-4, -7, 2, -1		2.0	-4.0	1	25	0.038461538461538464	0.03125	0.59375	0.05
28	28	0	0	2/4	2	1	i6(#7)		eb	i		i6(#7)		i		6	#7				m	1	1	-6, -2, 2		-3.0	-6.0	0	25	0.0	0.0	0.75	0.0
28	28	3/8	3/8	2/4	2	1	i6		eb	i		i6		i		6					m	1	1	-6, -2, -3		-3.0	-6.0	0	1	0.0	0.0	0.125	0.0
29	29	0	0	2/4	2	1	viio2(4)/V		eb	i		viio2(4)/V		vii	o	2	4	V			o7	1	1	-6, 3, 2, -3		3.0	-6.0	1	14	0.06666666666666667	0.21875	0.21875	0.5
29	29	7/32	7/32	2/4	2	1	viio2/V		eb	i		viio2/V		vii	o	2		V			o7	1	1	-6, 3, 0, -3		3.0	-6.0	0	3	0.0	0.0	0.0625	0.0
29	29	1/4	1/4	2/4	2	1	Ger43		eb	i		Ger43	Ger	vii	o	43	b3	V			Ger	1	1	-3, -6, 3, -7		3.0	-3.0	1	25	0.038461538461538464	0.03125	0.59375	0.05
30	30	0	0	2/4	2	1	V6(#7)}		eb	i		V6(#7)		V		6	#7			}	M	1	1	2, -1, 3		-2.0	2.0	0	25	0.0	0.0	0.75	0.0
30	30	3/8	3/8	2/4	2	1	V6|HC		eb	i		V6		V		6			HC		M	1	1	2, -1, -2		-2.0	2.0	0	17	0.0	0.0	0.375	0.0
31	31	1/8	1/8	2/4	2	1	#viio2		eb	i		#viio2		#vii	o	2					o7	1	1	-7, 2, -1, -4		2.0	-7.0	0	9	0.0	0.0	0.25	0.0
31	31	1/4	1/4	2/4	2	1	V		eb	i		V		V							M	1	1	-2, 2, -1		-2.0	-2.0	0	9	0.0	0.0	0.25	0.0
31	31	3/8	3/8	2/4	2	1	V2		eb	i		V2		V		2					Mm7	1	1	-4, -2, 2, -1		-2.0	-4.0	0	11	0.0	0.0	0.375	0.0
32	32	0	0	2/4	2	1	i6{		eb	i		i6		i		6				{	m	1	1	-6, -2, -3		-3.0	-6.0	10	131	0.07092198581560284	0.2916666666666667	3.8958333333333335	0.06965174129353234
34	34	1/4	1/4	2/4	2	1	i6(#14)		eb	i		i6(#14)		i		6	#14				m	1	1	-6, -2, -3	2	-3.0	-6.0	0	23	0.0	0.0	0.765625	0.0
34	34	15/32	15/32	2/4	2	1	i6		eb	i		i6		i		6					m	1	1	-6, -2, -3		-3.0	-6.0	0	5	0.0	0.0	0.109375	0.0
35	35	0	0	2/4	2	1	V6/III		eb	i		V6/III		V		6		III			M	1	1	-1, -4, -5		-5.0	-1.0	2	26	0.07142857142857142	0.0625	0.8125	0.07142857142857142
35	35	1/4	1/4	2/4	2	1	III		eb	i		III		III							M	1	1	-6, -2, -5		-6.0	-6.0	0	36	0.0	0.0	1.0	0.0
36	36	1/4	1/4	2/4	2	1	III(4)		eb	i		III(4)		III			4				M	1	1	-6, -7, -5		-6.0	-6.0	0	14	0.0	0.0	0.5625	0.0
36	36	7/16	7/16	2/4	2	1	III		eb	i		III		III							M	1	1	-6, -2, -5		-6.0	-6.0	0	6	0.0	0.0	0.1875	0.0
37	37	0	0	2/4	2	1	V43		eb	i		V43		V		43					Mm7	1	1	-1, -4, -2, 2		-2.0	-1.0	2	30	0.0625	0.08333333333333333	0.7916666666666666	0.09523809523809523
37	37	1/4	1/4	2/4	2	1	#viio6		eb	i		#viio6		#vii	o	6					o	1	1	-1, -4, 2		2.0	-1.0	2	80	0.024390243902439025	0.16666666666666666	2.2083333333333335	0.07017543859649122
39	39	0	0	2/4	2	1	i6		eb	i		i6		i		6					m	1	1	-6, -2, -3		-3.0	-6.0	10	104	0.08771929824561403	1.0	2.5	0.2857142857142857
41	41	0	0	2/4	2	1	iv7		eb	i		iv7		iv		7					mm7	1	1	-4, -7, -3, -6		-4.0	-4.0	0	26	0.0	0.0	1.3125	0.0
41	41	1/4	1/4	2/4	2	1	Ger7		eb	i		Ger7	Ger	vii	o	7	b3	V			Ger	1	1	3, -7, -3, -6		3.0	3.0	0	26	0.0	0.0	0.4375	0.0
42	42	0	0	2/4	2	1	V|HC}		eb	i		V		V					HC	}	M	1	1	-2, 2, -1		-2.0	-2.0	0	11	0.0	0.0	0.75	0.0
42	42	1/8	1/8	2/4	2	1	#viio2{		eb	i		#viio2		#vii	o	2				{	o7	1	1	-7, 2, -1, -4		2.0	-7.0	0	9	0.0	0.0	0.25	0.0
42	42	1/4	1/4	2/4	2	1	V		eb	i		V		V							M	1	1	-2, 2, -1		-2.0	-2.0	0	9	0.0	0.0	0.25	0.0
42	42	3/8	3/8	2/4	2	1	#viio64		eb	i		#viio64		#vii	o	64					o	1	1	-4, 2, -1		2.0	-4.0	0	9	0.0	0.0	0.25	0.0
43	43	0	0	2/4	2	1	#viio7/iv		eb	i		#viio7/iv		#vii	o	7		iv			o7	1	1	1, -2, -5, -8		1.0	1.0	2	31	0.06060606060606061	0.125	1.1875	0.09523809523809523
44	44	0	0	2/4	2	1	iv		eb	i		iv		iv							m	1	1	-4, -7, -3		-4.0	-4.0	4	37	0.0975609756097561	0.16666666666666666	1.3958333333333333	0.10666666666666666
45	45	0	0	2/4	2	1	bII6		eb	i		bII6		bII		6					M	1	1	-4, -7, -8		-8.0	-4.0	8	35	0.18604651162790697	1.25	1.3125	0.4878048780487805
46	46	1/4	1/4	2/4	2	1	i6		eb	i		i6		i		6					m	1	1	-6, -2, -3		-3.0	-6.0	0	26	0.0	0.0	0.375	0.0
47	47	0	0	2/4	2	1	V64(4)		eb	i		V64(4)		V		64	4				M	1	1	-1, -2, -3		-2.0	-1.0	0	28	0.0	0.0	1.125	0.0
47	47	1/4	1/4	2/4	2	1	V43		eb	i		V43		V		43					Mm7	1	1	-1, -4, -2, 2		-2.0	-1.0	0	34	0.0	0.0	0.75	0.0
48	48	0	0	2/4	2	1	I[I|PAC}{		eb	i	I	I		I					PAC	}{	M	1	1	-3, 1, -2		-3.0	-3.0	0	21	0.0	0.0	0.5625	0.0
49	49	0	0	2/4	2	1	V7		eb	i	I	V7		V		7					Mm7	1	1	-2, 2, -1, -4		-2.0	-2.0	4	27	0.12903225806451613	0.14583333333333334	1.7916666666666667	0.07526881720430108
50	50	0	0	2/4	2	1	I		eb	i	I	I		I							M	1	1	-3, 1, -2		-3.0	-3.0	0	23	0.0	0.0	1.59375	0.0
51	51	0	0	2/4	2	1	viio43(4)/V		eb	i	I	viio43(4)/V		vii	o	43	4	V			o7	1	1	-3, -6, 3, 2		3.0	-3.0	1	21	0.045454545454545456	0.21875	0.328125	0.4
51	51	7/32	7/32	2/4	2	1	viio43/V		eb	i	I	viio43/V		vii	o	43		V			o7	1	1	-3, -6, 3, 0		3.0	-3.0	0	4	0.0	0.0	0.078125	0.0
51	51	1/4	1/4	2/4	2	1	Ger43		eb	i	I	Ger43	Ger	vii	o	43	b3	V			Ger	1	1	-3, -6, 3, -7		3.0	-3.0	0	13	0.0	0.0	0.4375	0.0
52	52	0	0	2/4	2	1	I		eb	i	I	I		I							M	1	1	-3, 1, -2		-3.0	-3.0	0	21	0.0	0.0	0.5625	0.0
53	53	0	0	2/4	2	1	V7		eb	i	I	V7		V		7					Mm7	1	1	-2, 2, -1, -4		-2.0	-2.0	4	27	0.12903225806451613	0.14583333333333334	1.7916666666666667	0.07526881720430108
54	54	0	0	2/4	2	1	I		eb	i	I	I		I							M	1	1	-3, 1, -2		-3.0	-3.0	0	23	0.0	0.0	1.59375	0.0
55	55	0	0	2/4	2	1	viio43(4)/V		eb	i	I	viio43(4)/V		vii	o	43	4	V			o7	1	1	-3, -6, 3, 2		3.0	-3.0	1	21	0.045454545454545456	0.21875	0.328125	0.4
55	55	7/32	7/32	2/4	2	1	viio43/V		eb	i	I	viio43/V		vii	o	43		V			o7	1	1	-3, -6, 3, 0		3.0	-3.0	0	4	0.0	0.0	0.078125	0.0
55	55	1/4	1/4	2/4	2	1	Ger43]		eb	i	I	Ger43	Ger	vii	o	43	b3	V			Ger	1	1	-3, -6, 3, -7		3.0	-3.0	0	26	0.0	0.0	0.59375	0.0
56	56	0	0	2/4	2	1	viio65(4)/V		eb	i		viio65(4)/V		vii	o	65	4	V			o7	1	1	2, -3, -6, 3		3.0	2.0	1	21	0.045454545454545456	0.21875	0.328125	0.4
56	56	7/32	7/32	2/4	2	1	viio65/V		eb	i		viio65/V		vii	o	65		V			o7	1	1	0, -3, -6, 3		3.0	0.0	0	4	0.0	0.0	0.078125	0.0
56	56	1/4	1/4	2/4	2	1	Ger6		eb	i		Ger6	Ger	vii	o	65	b3	V			Ger	1	1	-7, -3, -6, 3		3.0	-7.0	0	2	0.0	0.0	0.15625	0.0
57	57	0	0	2/4	2	1	viio65(4)/V		eb	i		viio65(4)/V		vii	o	65	4	V			o7	1	1	2, -3, -6, 3		3.0	2.0	1	21	0.045454545454545456	0.21875	0.328125	0.4
57	57	7/32	7/32	2/4	2	1	viio65/V		eb	i		viio65/V		vii	o	65		V			o7	1	1	0, -3, -6, 3		3.0	0.0	0	4	0.0	0.0	0.078125	0.0
57	57	1/4	1/4	2/4	2	1	Ger6		eb	i		Ger6	Ger	vii	o	65	b3	V			Ger	1	1	-7, -3, -6, 3		3.0	-7.0	0	11	0.0	0.0	2.0	0.0
59	59	0	0	2/4	2	1	V(642)		eb	i		V(642)		V			642				M	1	1	-7, -3, -6		-2.0	-7.0	1	5	0.16666666666666666	0.5	1.9375	0.20512820512820512
59	59	7/32	7/32	2/4	2	1	V(64)|HC}		eb	i		V(64)		V			64		HC	}	M	1	1	-2, -3, -6		-2.0	-2.0	0	10	0.0	0.0	2.0625	0.0
